rank,drug_name,best_pvalue,neg_log10_p,all_databases,n_original_compounds
1085,Tocainide-224 Mgkg In Corn Oil-Rat-Liver-5D-Dn,0.0118640524607537,1.9257669416016,DrugMatrix,1
1086,Fluoride,0.0119322323434279,1.923278298681897,DSigDB,1
1087,Lapatinib Boss,0.0119322323434279,1.923278298681897,DSigDB,1
1088,Nateglinide-625 Mgkg In Cmc-Rat-Kidney-3D-Up,0.0120192733809324,1.9201217865920166,DrugMatrix,1
1089,Taxifolin,0.0120761175550212,1.9180726679867557,DSigDB,1
1090,9-Anthroic Acid Boss,0.0120761175550212,1.9180726679867557,DSigDB,1
1091,Phenylarsine Oxide,0.0120761175550212,1.9180726679867557,DSigDB,1
1092,4-Aminopyridine,0.0120761175550212,1.9180726679867557,DSigDB,1
1093,Pyrithione,0.0120761175550212,1.9180726679867557,DSigDB,1
1094,Hydrochloric Acid,0.0120761175550212,1.9180726679867557,DSigDB,1
1095,Ciprofloxacin,0.0120761175550212,1.9180726679867557,DSigDB,1
1096,Verteporfin,0.0122066115841402,1.9134048745102328,DSigDB,1
1097,Tacrine-24 Mgkg In Water-Rat-Heart-5D-Dn,0.0122066115841402,1.9134048745102328,DrugMatrix,1
1098,1-Naphthyl Isothiocyanate-60 Mgkg In Corn Oil-Rat-Liver-3D-Up,0.0123471484834926,1.9084333291147872,DrugMatrix,1
1099,Cyclosporin A-350 Mgkg In Corn Oil-Rat-Bone Marrow-3D-Up,0.0123471484834926,1.9084333291147872,DrugMatrix,1
1100,Leflunomide-60 Mgkg In Corn Oil-Rat-Bone Marrow-3D-Up,0.0123471484834926,1.9084333291147872,DrugMatrix,1
1101,Sulfadiazine-1170 Mgkg In Water-Rat-Kidney-3D-Dn,0.0125568141213363,1.9011205345663007,DrugMatrix,1
1102,Gemfibrozil-100 Mgkg In Corn Oil-Rat-Liver-3D-Dn,0.0125568141213363,1.9011205345663007,DrugMatrix,1
1103,Betahistine-1500 Mgkg In Water-Rat-Kidney-3D-Dn,0.0126277490567215,1.8986740571539091,DrugMatrix,1
1104,Bromfenac-5 Mgkg In Cmc-Rat-Liver-5D-Up,0.0126819707230837,1.8968132537368094,DrugMatrix,1
1105,Selenium Boss,0.0127431712590055,1.8947224802502431,DSigDB,1
1106,Capecitabine,0.0128402518592045,1.8914264575763573,DSigDB,1
1107,CPD003,0.0128402518592045,1.8914264575763573,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",1
1108,Indoxyl Sulfate Boss,0.0129021436445943,1.8893381272453031,DSigDB,1
1109,Lopinavir,0.0129021436445943,1.8893381272453031,DSigDB,1
1110,Sodium Salicylate,0.0129021436445943,1.8893381272453031,DSigDB,1
1111,Methimazole Boss,0.0129021436445943,1.8893381272453031,DSigDB,1
1112,Triamcinolone Acetonide,0.0129021436445943,1.8893381272453031,DSigDB,1
1113,Ttnpb,0.0129021436445943,1.8893381272453031,DSigDB,1
1114,Vinblastine Ttd 00011808,0.0129021436445943,1.8893381272453031,DSigDB,1
1115,Diethylstilbestrol-280 Mgkg In Corn Oil-Rat-Liver-025D-Up,0.012914769472757,1.8889133415311667,DrugMatrix,1
1116,Doxifluridine-1230 Mgkg In Cmc-Rat-Bone Marrow-1D-Up,0.012914769472757,1.8889133415311667,DrugMatrix,1
1117,Doxofylline-13500 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0130090390170651,1.8857547837612687,DrugMatrix,1
1118,Miconazole,0.0132786268319157,1.8768468338652906,DSigDB,1
1119,Emetine-1 Mgkg In Saline-Rat-Heart-3D-Up,0.0132805872251198,1.876782721429537,DrugMatrix,1
1120,Rolipram-75 Mgkg In Cmc-Rat-Liver-5D-Up,0.0132805872251198,1.876782721429537,DrugMatrix,1
1121,Clozapine,0.013327245294947,1.8752596087884463,DSigDB,1
1122,K252A Mrc,0.0134131642839408,1.8724687561569548,DSigDB,1
1123,N-Methyl-D-Aspartic Acid Boss,0.0134549183894555,1.871118932096929,DSigDB,1
1124,Procarbazine-54 Mgkg In Water-Rat-Bone Marrow-5D-Dn,0.0136543771328467,1.8647281061384826,DrugMatrix,1
1125,4-Octylphenol-450 Mgkg In Corn Oil-Rat-Liver-3D-Up,0.0136543771328467,1.8647281061384826,DrugMatrix,1
1126,Busulfan-9 Mgkg In Corn Oil-Rat-Bone Marrow-5D-Up,0.0137290756730292,1.8623587011912113,DrugMatrix,1
1127,0179445,0.013913746965113,1.8565558989699165,DSigDB,1
1128,Fluoxetine Hydrochloride Boss,0.0139306515839793,1.856028569670175,DSigDB,1
1129,Bromisovalum-250 Mgkg In Corn Oil-Rat-Heart-3D-Up,0.014007174376939,1.8536494647334838,DrugMatrix,1
1130,Epirubicin-27 Mgkg In Saline-Rat-Heart-5D-Up,0.0140362490774842,1.8527489337013474,DrugMatrix,1
1131,Clofibric Acid-448 Mgkg In Corn Oil-Rat-Heart-5D-Up,0.0140362490774842,1.8527489337013474,DrugMatrix,1
1132,Flubendazole-1200 Mgkg In Corn Oil-Rat-Liver-5D-Dn,0.0140362490774842,1.8527489337013474,DrugMatrix,1
1133,Allyl Alcohol-25 Mgkg In Saline-Rat-Bone Marrow-1D-Up,0.0140362490774842,1.8527489337013474,DrugMatrix,1
1134,Betamethasone-79 Mgkg In Corn Oil-Rat-Liver-5D-Up,0.0140362490774842,1.8527489337013474,DrugMatrix,1
1135,Acyclovir-330 Mgkg In Saline-Rat-Spleen-1D-Up,0.0140926427606758,1.8510075570144484,DrugMatrix,1
1136,Gold Sodium Thiomalate-8 Mgkg In Saline-Rat-Kidney-5D-Up,0.0140926427606758,1.8510075570144484,DrugMatrix,1
1137,Clofibric Acid-448 Mgkg In Corn Oil-Rat-Heart-3D-Up,0.0140926427606758,1.8510075570144484,DrugMatrix,1
1138,Antimony,0.0141739285588367,1.8485097605529976,DSigDB,1
1139,Amitriptyline-72 Um In Dmso-Rat-Primary Rat Hepatocytes-067D-Up,0.014426313049702,1.8408446478923124,DrugMatrix,1
1140,Sch-351591-46 Mgkg In Cmc-Rat-Liver-6D-Up,0.014426313049702,1.8408446478923124,DrugMatrix,1
1141,Carmustine-4 Mgkg In Corn Oil-Rat-Liver-5D-Dn,0.014426313049702,1.8408446478923124,DrugMatrix,1
1142,Dexamethasone-1 Mgkg In Corn Oil-Rat-Heart-5D-Up,0.014426313049702,1.8408446478923124,DrugMatrix,1
1143,Kanamycin-225 Mgkg In Saline-Rat-Kidney-3D-Up,0.0144636359455637,1.8397225180649635,DrugMatrix,1
1144,Nitrofurantoin-76 Mgkg In Cmc-Rat-Liver-5D-Up,0.0144636359455637,1.8397225180649635,DrugMatrix,1
1145,Streptozotocin-3000 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0145537358507473,1.8370255117564598,DrugMatrix,1
1146,Piperine,0.014554726485957,1.8369959514588157,DSigDB,1
1147,2-Naphthoxyacetic Acid Boss,0.014554726485957,1.8369959514588157,DSigDB,1
1148,Ozone,0.014554726485957,1.8369959514588157,DSigDB,1
1149,Lidocaine Hydrochloride Boss,0.014554726485957,1.8369959514588157,DSigDB,1
1150,Salubrinal,0.0147779877460116,1.8303846978964675,DSigDB,1
1151,Rutaecarpine,0.0147779877460116,1.8303846978964675,DSigDB,1
1152,Phthalylsulfathiazole,0.0147779877460116,1.8303846978964675,DSigDB,1
1153,Shogaol,0.0147779877460116,1.8303846978964675,DSigDB,1
1154,Tacrolimus Monohydrate,0.0147939608190462,1.8299155358365282,DSigDB,1
1155,Methyl Salicylate-444 Mgkg In Corn Oil-Rat-Kidney-3D-Up,0.0148246791115417,1.8290146984085565,DrugMatrix,1
1156,Buspirone-196 Mgkg In Cmc-Rat-Heart-3D-Up,0.0148246791115417,1.8290146984085565,DrugMatrix,1
1157,Penicillin G-243 Mgkg In Saline-Rat-Kidney-3D-Up,0.0148421514268742,1.828503141840186,DrugMatrix,1
1158,Haloperidol Boss,0.0150100817377181,1.8236169427904885,DSigDB,1
1159,1-Naphthyl Isothiocyanate-30 Mgkg In Corn Oil-Rat-Kidney-025D-Up,0.015082609618247,1.8215235096099807,DrugMatrix,1
1160,2-Bromo-3-Hydroxy-4-Methoxybenzaldehyde,0.0151968411262951,1.8182466767915075,DSigDB,1
1161,Chlorzoxazone-763 Mgkg In Cmc-Rat-Liver-5D-Dn,0.0152282854870736,1.817348989994095,DrugMatrix,1
1162,Diazepam-710 Mgkg In Cmc-Rat-Heart-1D-Up,0.0152314573743974,1.8172585405656025,DrugMatrix,1
1163,Epinephrine-00375 Mgkg In Saline-Rat-Heart-5D-Up,0.0152314573743974,1.8172585405656025,DrugMatrix,1
1164,Corticosterone Boss,0.0153533618342106,1.813796514897644,DSigDB,1
1165,Pralidoxime Chloride-48 Mgkg In Saline-Rat-Heart-5D-Up,0.0156467579661935,1.8055756353221277,DrugMatrix,1
1166,Azauridine-1500 Mgkg In Cmc-Rat-Bone Marrow-1D-Up,0.0156467579661935,1.8055756353221277,DrugMatrix,1
1167,Lomefloxacin-2000 Mgkg In Cmc-Rat-Liver-1D-Up,0.0156467579661935,1.8055756353221277,DrugMatrix,1
1168,Omeprazole-30 Mgkg In Corn Oil-Rat-Liver-025D-Dn,0.0156467579661935,1.8055756353221277,DrugMatrix,1
1169,Acyclovir-330 Mgkg In Saline-Rat-Bone Marrow-3D-Up,0.0158344535232183,1.8003969203530807,DrugMatrix,1
1170,Biotin Boss,0.0158798602970559,1.7991533225943512,DSigDB,1
1171,CPD002,0.0159057811837705,1.798444996442215,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",1
1172,Fasudil Hydrochloride Boss,0.0159057811837705,1.798444996442215,DSigDB,1
1173,Bosutinib Rbc,0.0159057811837705,1.798444996442215,DSigDB,1
1174,Clofop Iso,0.0159057811837705,1.798444996442215,DSigDB,1
1175,Geldanamycin Boss,0.0159057811837705,1.798444996442215,DSigDB,1
1176,1678911A12131414A-Decahydro-113-Dihydroxy-6-Methyl-4H-Cyclopent Foxacyclotridecin-4-One,0.0159057811837705,1.798444996442215,DSigDB,1
1177,Methapyrilene-300 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0160295403541355,1.795078930828926,DrugMatrix,1
1178,Hydrocortisone-56 Mgkg In Corn Oil-Rat-Bone Marrow-3D-Up,0.0160706909991102,1.7939654492697135,DrugMatrix,1
1179,Gentian Violet-18 Mgkg In Corn Oil-Rat-Liver-5D-Up,0.0160706909991102,1.7939654492697135,DrugMatrix,1
1180,Benoxaprofen-89 Mgkg In Cmc-Rat-Liver-3D-Up,0.0160706909991102,1.7939654492697135,DrugMatrix,1
1181,Flavoxate-1255 Mgkg In Cmc-Rat-Heart-5D-Up,0.0160706909991102,1.7939654492697135,DrugMatrix,1
1182,Nitric Oxide,0.0163192283647257,1.7873003801939438,DSigDB,1
1183,Tyrphostin Ag,0.0163192283647257,1.7873003801939438,DSigDB,1
1184,Clozapine-69 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0163871974721568,1.7854953128387436,DrugMatrix,1
1185,Oxfendazole-1500 Mgkg In Cmc-Rat-Kidney-3D-Up,0.0164333627193299,1.7842735588401153,DrugMatrix,1
1186,Phenylbutazone-368 Mgkg In Cmc-Rat-Kidney-3D-Up,0.0165033665457937,1.7824274543845173,DrugMatrix,1
1187,Chromiumvi,0.0165444719761923,1.781347088974684,DSigDB,1
1188,Lead Ii Acetate-200 Mgkg In Saline-Rat-Bone Marrow-1D-Up,0.0166497912135762,1.7785912081252455,DrugMatrix,1
1189,Diazinon,0.0167636278378975,1.7756319893164558,DSigDB,1
1190,Manganese Boss,0.0167838712594736,1.7751078603894739,DSigDB,1
1191,Rosmarinic Acid,0.0167997142081719,1.774698106302092,DSigDB,1
1192,A-769662 Mrc,0.0167997142081719,1.774698106302092,DSigDB,1
1193,Glycyrrhetinic Acid,0.0167997142081719,1.774698106302092,DSigDB,1
1194,4-Oxoretinol,0.0167997142081719,1.774698106302092,DSigDB,1
1195,Clodronate Disodium Boss,0.0167997142081719,1.774698106302092,DSigDB,1
1196,Griseofulvin,0.0167997142081719,1.774698106302092,DSigDB,1
1197,Docetaxel,0.0167997142081719,1.774698106302092,DSigDB,1
1198,Buflomedil-615 Mgkg In Cmc-Rat-Heart-3D-Up,0.0169448946025053,1.7709611281362938,DrugMatrix,1
1199,Lipopolysaccharide E Coli O55B5-125 Mgkg In Saline-Rat-Kidney-1D-Up,0.0169448946025053,1.7709611281362938,DrugMatrix,1
1200,Dasatinib Boss,0.017110264964499,1.76674326505102,DSigDB,1
1201,Tanshinone I,0.017110264964499,1.76674326505102,DSigDB,1
1202,Amikacin-82 Mgkg In Saline-Rat-Bone Marrow-3D-Up,0.0172766072409019,1.7625415397056825,DrugMatrix,1
1203,Isoprenaline-42 Mgkg In Saline-Rat-Heart-3D-Up,0.0172766072409019,1.7625415397056825,DrugMatrix,1
1204,Pregna-41720-Diene-316-Dione,0.0173330548874913,1.761124887727018,DSigDB,1
1205,Linolenic Acid,0.0173330548874913,1.761124887727018,DSigDB,1
1206,Cilostazol,0.0173330548874913,1.761124887727018,DSigDB,1
1207,Tacrine,0.0173330548874913,1.761124887727018,DSigDB,1
1208,Mycophenolate Mofetil-63 Mgkg In Cmc-Rat-Bone Marrow-5D-Up,0.0177104764301166,1.751769755682451,DrugMatrix,1
1209,Idarubicin-4 Mgkg In Saline-Rat-Heart-14D-Up,0.0178126644111175,1.7492711140853616,DrugMatrix,1
1210,Fluphenazine-45 Um In Dmso-Rat-Primary Rat Hepatocytes-067D-Up,0.0178549476976235,1.7482414176451995,DrugMatrix,1
1211,Ochratoxin A,0.0178549476976235,1.7482414176451995,DSigDB,1
1212,1-Methyl-3-Nitro-1-Nitrosoguanidine,0.0179762257300372,1.7453014870567711,DSigDB,1
1213,Cimetidine,0.0180822598473053,1.7427472941104376,DSigDB,1
1214,Indocyanine Green Boss,0.0180822598473053,1.7427472941104376,DSigDB,1
1215,Mptp Boss,0.0180822598473053,1.7427472941104376,DSigDB,1
1216,Torcetrapib,0.0181526385436955,1.7410602399566446,DSigDB,1
1217,Lisinopril-2000 Mgkg In Cmc-Rat-Kidney-5D-Up,0.0181526385436955,1.7410602399566446,DrugMatrix,1
1218,Iron Boss,0.0182438857709486,1.7388826556375234,DSigDB,1
1219,Dexchlorpheniramine-47 Mgkg In Water-Rat-Heart-3D-Up,0.0182649398853783,1.7383817528247143,DrugMatrix,1
1220,Vinblastine-45 Um In Dmso-Rat-Primary Rat Hepatocytes-067D-Up,0.0183236920923706,1.7369870146315958,DrugMatrix,1
1221,Doxapram-2 Mgkg In Saline-Rat-Liver-5D-Up,0.0186031896906632,1.7304125855514976,DrugMatrix,1
1222,172889-27-9 Boss,0.0186969471105372,1.7282293004841507,DSigDB,1
1223,Leadii Acetate,0.0186969471105372,1.7282293004841507,DSigDB,1
1224,Nsc94017,0.0186969471105372,1.7282293004841507,DSigDB,1
1225,Tacrolimus Boss,0.018724471106176,1.7275904405931555,DSigDB,1
1226,Sodium Bicarbonate Boss,0.0187728129998127,1.7264706459315846,DSigDB,1
1227,4-Phenylbutyric Acid,0.0187728129998127,1.7264706459315846,DSigDB,1
1228,Paraquat Dichloride-650 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0188017276538679,1.7258022424348238,DrugMatrix,1
1229,Trovafloxacin-600 Mgkg In Cmc-Rat-Liver-1D-Up,0.0188017276538679,1.7258022424348238,DrugMatrix,1
1230,Amikacin-20 Mgkg In Saline-Rat-Bone Marrow-025D-Up,0.0188017276538679,1.7258022424348238,DrugMatrix,1
1231,Sodium Selenite-2 Mgkg In Water-Rat-Kidney-3D-Dn,0.0188138010543319,1.7255234527136925,DrugMatrix,1
1232,Equol,0.0188377108053532,1.7249718746327523,DSigDB,1
1233,Fluoranthene,0.0188377108053532,1.7249718746327523,DSigDB,1
1234,Methane Boss,0.018866997870102,1.7242971995793512,DSigDB,1
1235,Ethylparaben Boss,0.018866997870102,1.7242971995793512,DSigDB,1
1236,Methanol Boss,0.018866997870102,1.7242971995793512,DSigDB,1
1237,Lactic Acid Boss,0.018866997870102,1.7242971995793512,DSigDB,1
1238,Riluzole,0.0189682893290557,1.721971834554224,DSigDB,1
1239,Pravastatin,0.0189682893290557,1.721971834554224,DSigDB,1
1240,4567-Tetrabromobenzotriazole,0.0189682893290557,1.721971834554224,DSigDB,1
1241,Furosemide,0.0189682893290557,1.721971834554224,DSigDB,1
1242,5-Aminosalicylic Acid,0.0189682893290557,1.721971834554224,DSigDB,1
1243,Phenanthrene,0.0189682893290557,1.721971834554224,DSigDB,1
1244,Cisapride-250 Mgkg In Corn Oil-Rat-Heart-3D-Up,0.019062225845688,1.7198263893189005,DrugMatrix,1
1245,Lithocholic Acid-74 Um In Dmso-Rat-Primary Rat Hepatocytes-067D-Up,0.0192891635598205,1.714686604353543,DrugMatrix,1
1246,N-Nitrosodiethylamine-100 Mgkg In Saline-Rat-Liver-1D-Up,0.0192891635598205,1.714686604353543,DrugMatrix,1
1247,Penciclovir-1200 Mgkg In Corn Oil-Rat-Bone Marrow-5D-Up,0.0192891635598205,1.714686604353543,DrugMatrix,1
1248,Harringtonine-23 Mgkg In Saline-Rat-Bone Marrow-5D-Dn,0.0192891635598205,1.714686604353543,DrugMatrix,1
1249,Sulfathiazole-2629 Mgkg In Water-Rat-Liver-3D-Up,0.0192891635598205,1.714686604353543,DrugMatrix,1
1250,Tranilast-300 Mgkg In Cmc-Rat-Liver-3D-Up,0.0197861087292906,1.7036396087023986,DrugMatrix,1
1251,Nystatin-134 Mgkg In Corn Oil-Rat-Kidney-3D-Up,0.0197861087292906,1.7036396087023986,DrugMatrix,1
1252,Mycophenolate Mofetil-63 Mgkg In Cmc-Rat-Bone Marrow-1D-Up,0.0197861087292906,1.7036396087023986,DrugMatrix,1
1253,Emetine-1 Mgkg In Saline-Rat-Kidney-5D-Up,0.0197861087292906,1.7036396087023986,DrugMatrix,1
1254,Carboplatin-14 Mgkg In Saline-Rat-Liver-5D-Up,0.0197861087292906,1.7036396087023986,DrugMatrix,1
1255,Sodium Nitroprusside-6 Mgkg In Saline-Rat-Heart-5D-Dn,0.019856772585988,1.702091338015777,DrugMatrix,1
1256,Indomethacin-12 Mgkg In Water-Rat-Liver-025D-Up,0.0202926717946191,1.6926607686754174,DrugMatrix,1
1257,Tranilast-1100 Mgkg In Cmc-Rat-Liver-1D-Up,0.0202926717946191,1.6926607686754174,DrugMatrix,1
1258,Nordihydroguaiaretic Acid Ttd 00009719,0.0204208115883408,1.6899270016548977,DSigDB,1
1259,Bx-517 Analog Compound 7B Mrc,0.0204208115883408,1.6899270016548977,DSigDB,1
1260,Bisindolylmaleimide I,0.0205227067592361,1.6877653602719296,DSigDB,1
1261,Adenine,0.0207538721257086,1.682900863484727,DSigDB,1
1262,Vinorelbine-15 Mgkg In Saline-Rat-Liver-1D-Up,0.0208089610680139,1.6817496023300391,DrugMatrix,1
1263,Mitomycin C-17 Mgkg In Saline-Rat-Liver-5D-Up,0.0208089610680139,1.6817496023300391,DrugMatrix,1
1264,Troglitazone-1200 Mgkg In Corn Oil-Rat-Liver-3D-Up,0.0208089610680139,1.6817496023300391,DrugMatrix,1
1265,Carmustine-16 Mgkg In Corn Oil-Rat-Bone Marrow-5D-Up,0.0208089610680139,1.6817496023300391,DrugMatrix,1
1266,Metformin Boss,0.0208301017924296,1.6813086077391262,DSigDB,1
1267,4-Octylphenol-450 Mgkg In Corn Oil-Rat-Liver-1D-Up,0.0209425788329543,1.6789698410925533,DrugMatrix,1
1268,Amoxicillin-1100 Mgkg In Water-Rat-Liver-3D-Up,0.0209851341223481,1.678088250736049,DrugMatrix,1
1269,Stavudine,0.0212843068185444,1.6719404892398748,DSigDB,1
1270,Montelukast,0.0212843068185444,1.6719404892398748,DSigDB,1
1271,Zonisamide,0.0212843068185444,1.6719404892398748,DSigDB,1
1272,L-Sorbose,0.0212843068185444,1.6719404892398748,DSigDB,1
1273,Carmofur-201 Mgkg In Cmc-Rat-Bone Marrow-3D-Up,0.0213350845133601,1.6709056324572005,DrugMatrix,1
1274,Diphenidol-300 Mgkg In Water-Rat-Heart-1D-Up,0.0213350845133601,1.6709056324572005,DrugMatrix,1
1275,Epirubicin-27 Mgkg In Saline-Rat-Liver-5D-Up,0.0213350845133601,1.6709056324572005,DrugMatrix,1
1276,Bis2-Ethylhexylphthalate-1000 Mgkg In Corn Oil-Rat-Liver-3D-Dn,0.0213350845133601,1.6709056324572005,DrugMatrix,1
1277,Lomustine-42 Mgkg In Corn Oil-Rat-Liver-5D-Dn,0.0215018553677701,1.6675240637486384,DrugMatrix,1
1278,L-Glutamine Boss,0.0215164079756615,1.6672302295928905,DSigDB,1
1279,D-Norepinephrine D-Bitartrate Boss,0.0215164079756615,1.6672302295928905,DSigDB,1
1280,Glutathione Boss,0.0215164079756615,1.6672302295928905,DSigDB,1
1281,Chlorpyrifos,0.0218197012272592,1.6611512004131683,DSigDB,1
1282,Arecoline,0.0218197012272592,1.6611512004131683,DSigDB,1
1283,Orphenadrine Hydrochloride Boss,0.0218197012272592,1.6611512004131683,DSigDB,1
1284,Belinostat,0.0218197012272592,1.6611512004131683,DSigDB,1
1285,Vx-680Mk-0457 Kinome Scan,0.0218376352997681,1.6607943912357712,DSigDB,1
1286,Allopurinol-175 Mgkg In Corn Oil-Rat-Kidney-5D-Up,0.0218711497145792,1.660128386529195,DrugMatrix,1
1287,Balsalazide-1100 Mgkg In Water-Rat-Liver-5D-Up,0.0218711497145792,1.660128386529195,DrugMatrix,1
1288,Piclamilast-17 Mgkg In Cmc-Rat-Heart-5D-Up,0.0219999800168324,1.6575777136588556,DrugMatrix,1
1289,D-Tubocurarine Chloride-00033 Mgkg In Saline-Rat-Heart-3D-Up,0.0219999800168324,1.6575777136588556,DrugMatrix,1
1290,912-Octadecadienoic Acid,0.022083319774358,1.655935638763948,DSigDB,1
1291,Sevoflurane Boss,0.022083319774358,1.655935638763948,DSigDB,1
1292,Gadodiamide Hydrate,0.022083319774358,1.655935638763948,DSigDB,1
1293,0173570,0.022083319774358,1.655935638763948,DSigDB,1
1294,Streptozocin Boss,0.0222190200833469,1.6532750984905362,DSigDB,1
1295,Chlorambucil-45 Mgkg In Corn Oil-Rat-Bone Marrow-5D-Up,0.022417263840858,1.649417396706856,DrugMatrix,1
1296,Clobetasol Propionate-17 Mgkg In Corn Oil-Rat-Bone Marrow-3D-Up,0.022417263840858,1.649417396706856,DrugMatrix,1
1297,6-Mercaptopurine-5 Um In Dmso-Rat-Primary Rat Hepatocytes-067D-Up,0.022417263840858,1.649417396706856,DrugMatrix,1
1298,Diethylstilbestrol-280 Mgkg In Corn Oil-Rat-Kidney-3D-Up,0.022417263840858,1.649417396706856,DrugMatrix,1
1299,Daunorubicin-325 Mgkg In Saline-Rat-Bone Marrow-3D-Up,0.0225210824927051,1.6474107386293062,DrugMatrix,1
1300,Ethinylestradiol-1480 Mgkg In Corn Oil-Rat-Liver-5D-Up,0.0226537713305534,1.6448594876154947,DrugMatrix,1
1301,Pingyangmycin,0.0229589564722733,1.6390478553260075,DSigDB,1
1302,Oxfendazole-1500 Mgkg In Cmc-Rat-Liver-3D-Up,0.0229735336180458,1.6387721997205313,DrugMatrix,1
1303,Digitonin-75 Mgkg In Corn Oil-Rat-Heart-5D-Up,0.0229735336180458,1.6387721997205313,DrugMatrix,1
1304,Melphalan-12 Mgkg In Cmc-Rat-Bone Marrow-5D-Dn,0.0229735336180458,1.6387721997205313,DrugMatrix,1
1305,Doxorubicin-15 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0232466553693316,1.6336395227366938,DrugMatrix,1
1306,Chloroxylenol-1915 Mgkg In Corn Oil-Rat-Liver-3D-Up,0.0232466553693316,1.6336395227366938,DrugMatrix,1
1307,Sorafenib,0.0234179189070433,1.6304517022331602,DSigDB,1
1308,Leflunomide-60 Mgkg In Corn Oil-Rat-Bone Marrow-1D-Up,0.0235400652956901,1.6281923368401383,DrugMatrix,1
1309,Diethylstilbestrol-28 Mgkg In Corn Oil-Rat-Bone Marrow-025D-Up,0.0235400652956901,1.6281923368401383,DrugMatrix,1
1310,Cisplatin-2 Mgkg In Saline-Rat-Liver-3D-Up,0.0235400652956901,1.6281923368401383,DrugMatrix,1
1311,Mexiletine-350 Mgkg In Cmc-Rat-Heart-1D-Up,0.0235911167412175,1.627251500272984,DrugMatrix,1
1312,Diphenylpyraline,0.0237480115110783,1.6243727492357642,DSigDB,1
1313,Sphingosine 1-Phosphate,0.0237480115110783,1.6243727492357642,DSigDB,1
1314,Chrysene,0.0237480115110783,1.6243727492357642,DSigDB,1
1315,Cytochalasin D Boss,0.0237480115110783,1.6243727492357642,DSigDB,1
1316,25-Hydroxycholesterol,0.0237480115110783,1.6243727492357642,DSigDB,1
1317,Metanephrine,0.0237480115110783,1.6243727492357642,DSigDB,1
1318,Allethrin,0.0237480115110783,1.6243727492357642,DSigDB,1
1319,Fluvastatin,0.0237480115110783,1.6243727492357642,DSigDB,1
1320,Dyclonine Hydrochloride,0.0237480115110783,1.6243727492357642,DSigDB,1
1321,Pomalidomide,0.0237480115110783,1.6243727492357642,DSigDB,1
1322,Mycophenolic Acid,0.023826098474122,1.6229470675940492,DSigDB,1
1323,Chembl521784 Boss,0.023826098474122,1.6229470675940492,DSigDB,1
1324,2-Deoxy-D-Glucose,0.023826098474122,1.6229470675940492,DSigDB,1
1325,Daunorubicin-325 Mgkg In Saline-Rat-Liver-3D-Up,0.0241169646213244,1.6176773537111424,DrugMatrix,1
1326,Iproniazid-46 Mgkg In Water-Rat-Heart-3D-Up,0.0241169646213244,1.6176773537111424,DrugMatrix,1
1327,Doxorubicin-065 Mgkg In Saline-Rat-Liver-3D-Up,0.0241169646213244,1.6176773537111424,DrugMatrix,1
1328,Etretinate Boss,0.0241183323936492,1.6176527237820209,DSigDB,1
1329,Furosemide Boss,0.0244266745818163,1.6121356533323064,DSigDB,1
1330,Platinum Boss,0.0244266745818163,1.6121356533323064,DSigDB,1
1331,Aizen Uranine Boss,0.0244266745818163,1.6121356533323064,DSigDB,1
1332,Masoprocol,0.0245706925275474,1.6095826027118656,DSigDB,1
1333,Camptothecin-25 Mgkg In Saline-Rat-Bone Marrow-3D-Dn,0.0245740206998142,1.6095237802360556,DrugMatrix,1
1334,Rapamycin-20 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0245740206998142,1.6095237802360556,DrugMatrix,1
1335,Cisplatin-117 Mgkg In Saline-Rat-Bone Marrow-1D-Up,0.0246988794956132,1.607322748760995,DrugMatrix,1
1336,Secobarbital-70 Mgkg In Water-Rat-Liver-3D-Dn,0.024704336802392,1.6072268004237276,DrugMatrix,1
1337,Methaneseleninic Acid,0.025194712417833,1.598690594484677,DSigDB,1
1338,Haloperidol-77 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0252433152116875,1.5978536096658253,DrugMatrix,1
1339,Flurbiprofen-10 Mgkg In Cmc-Rat-Kidney-3D-Up,0.0253022864733646,1.5968402314764771,DrugMatrix,1
1340,Ceramide C2-44 Um In Dmso-Rat-Primary Rat Hepatocytes-067D-Up,0.0253022864733646,1.5968402314764771,DrugMatrix,1
1341,Carboplatin-14 Mgkg In Saline-Rat-Liver-1D-Up,0.0253022864733646,1.5968402314764771,DrugMatrix,1
1342,Chlorophenothane,0.0253162421869234,1.5966007583150248,DSigDB,1
1343,Fenofibrate,0.0253162421869234,1.5966007583150248,DSigDB,1
1344,Heparitin Boss,0.0253162421869234,1.5966007583150248,DSigDB,1
1345,Am580,0.0254797040082269,1.5938056214049916,DSigDB,1
1346,Toluidine Blue O Boss,0.0256499122385116,1.5909141164935037,DSigDB,1
