rank,drug_name,best_pvalue,neg_log10_p,all_databases,n_original_compounds
1347,Acridine Orange Boss,0.0256499122385116,1.5909141164935037,DSigDB,1
1348,139890-68,0.0256499122385116,1.5909141164935037,DSigDB,1
1349,Lamotrigine-26 Mgkg In Cmc-Rat-Heart-1D-Up,0.0257338537542955,1.5894951714694159,DrugMatrix,1
1350,Ouabain-144 Mgkg In Cmc-Rat-Heart-5D-Up,0.0259109176718024,1.5865172055883754,DrugMatrix,1
1351,Daunorubicin-325 Mgkg In Saline-Rat-Heart-1D-Dn,0.0259109176718024,1.5865172055883754,DrugMatrix,1
1352,Carbon Tetrachloride-1175 Mgkg In Corn Oil-Rat-Bone Marrow-3D-Up,0.0259109176718024,1.5865172055883754,DrugMatrix,1
1353,Oxcarbazepine-1600 Mgkg In Cmc-Rat-Heart-3D-Up,0.0259109176718024,1.5865172055883754,DrugMatrix,1
1354,Trihexyphenidyl,0.0263593220079696,1.5790657644871444,DSigDB,1
1355,Bis-Gma,0.0263593220079696,1.5790657644871444,DSigDB,1
1356,Pyridoxine Hydrochloride Boss,0.0263593220079696,1.5790657644871444,DSigDB,1
1357,Nicotinamide,0.0263593220079696,1.5790657644871444,DSigDB,1
1358,Olmesartan Boss,0.0263593220079696,1.5790657644871444,DSigDB,1
1359,Clofibric Acid-448 Mgkg In Corn Oil-Rat-Liver-3D-Dn,0.0263851660225143,1.5786401687813434,DrugMatrix,1
1360,Docetaxel Boss,0.0264862646031987,1.5769792865728391,DSigDB,1
1361,Methocarbamol-1125 Mgkg In Cmc-Rat-Liver-3D-Up,0.0265303338115509,1.57625728557732,DrugMatrix,1
1362,Ethylene Glycol Boss,0.0265557370770083,1.5758416398658208,DSigDB,1
1363,Tamoxifen Boss,0.026788130731725,1.572057590282064,DSigDB,1
1364,5-Fluorouracil Boss,0.026788130731725,1.572057590282064,DSigDB,1
1365,Carmofur-201 Mgkg In Cmc-Rat-Bone Marrow-1D-Up,0.0270485193106762,1.567856504043677,DrugMatrix,1
1366,Phenothiazine-36 Mgkg In Corn Oil-Rat-Liver-5D-Dn,0.0270485193106762,1.567856504043677,DrugMatrix,1
1367,Dipyridamole-750 Mgkg In Cmc-Rat-Liver-5D-Dn,0.0270485193106762,1.567856504043677,DrugMatrix,1
1368,Fluocinolone Acetonide-25 Mgkg In Corn Oil-Rat-Liver-5D-Up,0.0270485193106762,1.567856504043677,DrugMatrix,1
1369,Venlafaxine-1481 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0270485193106762,1.567856504043677,DrugMatrix,1
1370,Diethylstilbestrol-28 Mgkg In Corn Oil-Rat-Bone Marrow-1D-Up,0.0271606376256518,1.5660600387342605,DrugMatrix,1
1371,Etoposide-188 Mgkg In Corn Oil-Rat-Bone Marrow-3D-Up,0.0271606376256518,1.5660600387342605,DrugMatrix,1
1372,Deacetylchitin Boss,0.0274683292621889,1.561167755369332,DSigDB,1
1373,Calcifediol Boss,0.0275351926394074,1.5601118807974081,DSigDB,1
1374,Colchicine Skmel5 Up,0.0275554281538663,1.559792836555878,DSigDB,1
1375,Pomiferin,0.0275554281538663,1.559792836555878,DSigDB,1
1376,Ferriheme Chloride,0.0275554281538663,1.559792836555878,DSigDB,1
1377,Salicylate Sodium Boss,0.0275554281538663,1.559792836555878,DSigDB,1
1378,Leflunomide-60 Mgkg In Corn Oil-Rat-Liver-3D-Up,0.0277240300292092,1.557143639419779,DrugMatrix,1
1379,Doxorubicin-065 Mgkg In Saline-Rat-Spleen-1D-Up,0.0277240300292092,1.557143639419779,DrugMatrix,1
1380,Furan-24 Mgkg In Corn Oil-Rat-Heart-5D-Up,0.0278019311710722,1.5559250361750565,DrugMatrix,1
1381,Azithromycin-225 Mgkg In Water-Rat-Kidney-3D-Dn,0.0284118136382079,1.546501042661231,DrugMatrix,1
1382,Benzocaine-1100 Mgkg In Corn Oil-Rat-Liver-3D-Dn,0.0284118136382079,1.546501042661231,DrugMatrix,1
1383,Allyl Alcohol-16 Mgkg In Saline-Rat-Bone Marrow-025D-Dn,0.0284118136382079,1.546501042661231,DrugMatrix,1
1384,Pralidoxime Chloride-48 Mgkg In Saline-Rat-Heart-3D-Up,0.0284543157691171,1.5458518532561336,DrugMatrix,1
1385,Thioguanine-24 Mgkg In Corn Oil-Rat-Bone Marrow-5D-Up,0.0284543157691171,1.5458518532561336,DrugMatrix,1
1386,Thiabendazole-92 Mgkg In Corn Oil-Rat-Liver-3D-Dn,0.0291119846066919,1.535928187060133,DrugMatrix,1
1387,Citalopram-150 Um In Dmso-Rat-Primary Rat Hepatocytes-067D-Up,0.0291119846066919,1.535928187060133,DrugMatrix,1
1388,Hydralazine-280 Mgkg In Water-Rat-Heart-3D-Up,0.0291119846066919,1.535928187060133,DrugMatrix,1
1389,Zinc Sulfate,0.0291119846066919,1.535928187060133,DSigDB,1
1390,Benzoic Acid,0.0291178522354811,1.5358406622119853,DSigDB,1
1391,Pentoxifylline Boss,0.0291178522354811,1.5358406622119853,DSigDB,1
1392,Norcantharidin,0.0291178522354811,1.5358406622119853,DSigDB,1
1393,Sulfasalazine Boss,0.0291178522354811,1.5358406622119853,DSigDB,1
1394,Ac1L1Kon,0.0291178522354811,1.5358406622119853,DSigDB,1
1395,60282-87,0.0291178522354811,1.5358406622119853,DSigDB,1
1396,Leflunomide-60 Mgkg In Corn Oil-Rat-Spleen-1D-Up,0.0291178919903452,1.5358400692662495,DrugMatrix,1
1397,Levorphanol Tartrate Boss,0.029145693439656,1.535425607408063,DSigDB,1
1398,Imatinib-150 Mgkg In Water-Rat-Liver-3D-Up,0.0295421489088073,1.5295579171048594,DrugMatrix,1
1399,Crotamiton-750 Mgkg In Corn Oil-Rat-Liver-3D-Up,0.0295421489088073,1.5295579171048594,DrugMatrix,1
1400,Alpha-Neu5Ac Boss,0.0295432170730386,1.5295422144744784,DSigDB,1
1401,T-2 Toxin,0.0295432170730386,1.5295422144744784,DSigDB,1
1402,Diethyl Sulfate,0.0295466799670866,1.5294913118378681,DSigDB,1
1403,Rev 5901,0.0295466799670866,1.5294913118378681,DSigDB,1
1404,2-Hydroxychalcone Ttd 00000428,0.0295466799670866,1.5294913118378681,DSigDB,1
1405,Ibuprofen Ttd 00008500,0.0295466799670866,1.5294913118378681,DSigDB,1
1406,Glyoxal,0.0295466799670866,1.5294913118378681,DSigDB,1
1407,Ginsenoside Rh1,0.0295466799670866,1.5294913118378681,DSigDB,1
1408,Cortisol Succinate,0.0295466799670866,1.5294913118378681,DSigDB,1
1409,Gefitinib Ttd 00008188,0.0295466799670866,1.5294913118378681,DSigDB,1
1410,Propyl Gallate,0.0295466799670866,1.5294913118378681,DSigDB,1
1411,Dazomet,0.0295466799670866,1.5294913118378681,DSigDB,1
1412,Benzoyl Peroxide,0.0295466799670866,1.5294913118378681,DSigDB,1
1413,P-Cresol,0.0295466799670866,1.5294913118378681,DSigDB,1
1414,Fludrocortisone,0.0295466799670866,1.5294913118378681,DSigDB,1
1415,Raloxifene-650 Mgkg In Corn Oil-Rat-Liver-5D-Dn,0.0297927596182275,1.5258892674643643,DrugMatrix,1
1416,Thioacetamide-200 Mgkg In Saline-Rat-Liver-5D-Up,0.0297927596182275,1.5258892674643643,DrugMatrix,1
1417,Anastrozole-400 Mgkg In Cmc-Rat-Liver-3D-Up,0.0297927596182275,1.5258892674643643,DrugMatrix,1
1418,Roflumilast-17 Mgkg In Cmc-Rat-Heart-1D-Up,0.0297927596182275,1.5258892674643643,DrugMatrix,1
1419,Lead Ii Acetate-200 Mgkg In Saline-Rat-Kidney-5D-Up,0.029824656366757,1.5254245514759264,DrugMatrix,1
1420,Loratadine-2000 Mgkg In Water-Rat-Heart-5D-Up,0.029824656366757,1.5254245514759264,DrugMatrix,1
1421,Pentoxifylline-1170 Mgkg In Cmc-Rat-Heart-3D-Up,0.029824656366757,1.5254245514759264,DrugMatrix,1
1422,Gentian Violet-18 Mgkg In Corn Oil-Rat-Liver-3D-Up,0.0303070390281201,1.518456491760513,DrugMatrix,1
1423,Citalopram-90 Mgkg In Corn Oil-Rat-Heart-5D-Up,0.0304790176221724,1.5159990349749959,DrugMatrix,1
1424,Ritonavir,0.0307176687257301,1.5126117475588148,DSigDB,1
1425,Purpurogallin Ttd 00010394,0.0307176687257301,1.5126117475588148,DSigDB,1
1426,Modafinil-175 Mgkg In Saline-Rat-Liver-5D-Dn,0.031086108935193,1.5074336354264393,DrugMatrix,1
1427,Deoxycorticosterone Acetate Boss,0.0311687647075493,1.5062804095077524,DSigDB,1
1428,Sulconazole-40 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Dn,0.031176764115806,1.5061689628988613,DrugMatrix,1
1429,Dobutamine-43 Mgkg In Saline-Rat-Heart-1D-Up,0.031176764115806,1.5061689628988613,DrugMatrix,1
1430,Allyl Alcohol-16 Mgkg In Saline-Rat-Liver-3D-Up,0.0312879506054328,1.5046228826799637,DrugMatrix,1
1431,Lamotrigine-26 Mgkg In Cmc-Rat-Heart-5D-Up,0.0312879506054328,1.5046228826799637,DrugMatrix,1
1432,Streptozotocin-138 Mgkg In Saline-Rat-Liver-5D-Up,0.0312879506054328,1.5046228826799637,DrugMatrix,1
1433,Ethanol,0.0313063625895662,1.504367389075753,DSigDB,1
1434,Tranilast-1100 Mgkg In Cmc-Rat-Heart-1D-Up,0.0314987219825295,1.5017070667562715,DrugMatrix,1
1435,Dimethyloxalylglycine,0.0316137550250018,1.5001239163786138,DSigDB,1
1436,Butyric Acid,0.0316137550250018,1.5001239163786138,DSigDB,1
1437,Topiramate,0.0316137550250018,1.5001239163786138,DSigDB,1
1438,Crizotinib,0.0316488216592974,1.499642454884902,DSigDB,1
1439,Didanosine-500 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Dn,0.0318794851316443,1.4964887012750292,DrugMatrix,1
1440,Sotalol-2000 Mgkg In Water-Rat-Liver-5D-Up,0.0318794851316443,1.4964887012750292,DrugMatrix,1
1441,Cyclosporin A-85 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0318794851316443,1.4964887012750292,DrugMatrix,1
1442,Chlortetracycline,0.0318992868636464,1.4962190258658634,DSigDB,1
1443,Unii-768N7Qo4Kh Boss,0.0318992868636464,1.4962190258658634,DSigDB,1
1444,R406 Kinome Scan,0.0319925655972121,1.494950930905765,DSigDB,1
1445,Su 5416 Boss,0.0320229320300246,1.4945389064528263,DSigDB,1
1446,Retinal,0.0320229320300246,1.4945389064528263,DSigDB,1
1447,Cerivastatin,0.0320229320300246,1.4945389064528263,DSigDB,1
1448,Tamoxifen-32 Mgkg In Corn Oil-Rat-Liver-5D-Up,0.0320387944460375,1.4943238338887916,DrugMatrix,1
1449,Beta-Estradiol 3-Benzoate-25 Mgkg In Corn Oil-Rat-Liver-5D-Up,0.0320387944460375,1.4943238338887916,DrugMatrix,1
1450,Benzethonium Chloride-30 Mgkg In Corn Oil-Rat-Heart-3D-Up,0.0320387944460375,1.4943238338887916,DrugMatrix,1
1451,Imatinib-150 Mgkg In Water-Rat-Liver-5D-Up,0.0320387944460375,1.4943238338887916,DrugMatrix,1
1452,Sparteine-33 Mgkg In Water-Rat-Heart-1D-Up,0.0326071106288039,1.486687683057326,DrugMatrix,1
1453,Beta-Estradiol-150 Mgkg In Corn Oil-Rat-Liver-5D-Up,0.0326071106288039,1.486687683057326,DrugMatrix,1
1454,Diclofenac-10 Mgkg In Corn Oil-Rat-Kidney-5D-Up,0.0326071106288039,1.486687683057326,DrugMatrix,1
1455,Nortriptyline-63 Mgkg In Water-Rat-Heart-3D-Up,0.0326872925601548,1.4856210498962135,DrugMatrix,1
1456,Trichloroacetic Acid-474 Mgkg In Corn Oil-Rat-Liver-5D-Up,0.0333399023825583,1.4770356760970456,DrugMatrix,1
1457,Hydroxyurea-59 Mgkg In Saline-Rat-Spleen-3D-Up,0.0335794201495465,1.4739268075436085,DrugMatrix,1
1458,Zidovudine-14800 Um In Dmso-Rat-Primary Rat Hepatocytes-067D-Up,0.0335794201495465,1.4739268075436085,DrugMatrix,1
1459,Calcitriol-004 Mgkg In Cmc-Rat-Heart-5D-Up,0.0335794201495465,1.4739268075436085,DrugMatrix,1
1460,Vincristine-005 Mgkg In Saline-Rat-Bone Marrow-3D-Up,0.0335794201495465,1.4739268075436085,DrugMatrix,1
1461,Cycloheximide Boss,0.0336650616831555,1.4728205854547758,DSigDB,1
1462,Osajin,0.0337674247955063,1.4715020586937697,DSigDB,1
1463,Lenalidomide Boss,0.0337674247955063,1.4715020586937697,DSigDB,1
1464,Estriol,0.0337674247955063,1.4715020586937697,DSigDB,1
1465,Colchicine-1000 Um In Dmso-Rat-Primary Rat Hepatocytes-067D-Up,0.0337674247955063,1.4715020586937697,DrugMatrix,1
1466,D-Penicillamine,0.0337674247955063,1.4715020586937697,DSigDB,1
1467,Norgestrel,0.0338752424392109,1.4701175879364392,DSigDB,1
1468,Zileuton-450 Mgkg In Corn Oil-Rat-Liver-3D-Up,0.0343694161528141,1.4638278453362916,DrugMatrix,1
1469,Nn-Diphenyl-P-Phenylenediamine-1000 Mgkg In Cmc-Rat-Kidney-3D-Up,0.0343694161528141,1.4638278453362916,DrugMatrix,1
1470,Gefitinib Boss,0.0348169330659604,1.4582094874171991,DSigDB,1
1471,Beta-D-Allopyranose Boss,0.0348169330659604,1.4582094874171991,DSigDB,1
1472,Probucol,0.0348785404213484,1.457441697484235,DSigDB,1
1473,Candesartan Cilexetil,0.0348785404213484,1.457441697484235,DSigDB,1
1474,Beta-Heparin,0.0348785404213484,1.457441697484235,DSigDB,1
1475,Calcitriol Ttd 00002649,0.0348785404213484,1.457441697484235,DSigDB,1
1476,Ilomastat Ttd 00008545,0.0348785404213484,1.457441697484235,DSigDB,1
1477,Kt 5720,0.0348785404213484,1.457441697484235,DSigDB,1
1478,64551-89,0.0348785404213484,1.457441697484235,DSigDB,1
1479,57-Dimethoxyflavone,0.0348785404213484,1.457441697484235,DSigDB,1
1480,Ammonia,0.0348785404213484,1.457441697484235,DSigDB,1
1481,Alprenolol,0.0348785404213484,1.457441697484235,DSigDB,1
1482,Ferric Citrate,0.0348785404213484,1.457441697484235,DSigDB,1
1483,Heme Ttd 00008407,0.0348785404213484,1.457441697484235,DSigDB,1
1484,Phenazopyridine Hydrochloride Boss,0.035073626746766,1.4550193240908245,DSigDB,1
1485,Pentoxifylline,0.035073626746766,1.4550193240908245,DSigDB,1
1486,Ng-25 Mrc,0.035073626746766,1.4550193240908245,DSigDB,1
1487,Compound C Dorsomorphin Mrc,0.035073626746766,1.4550193240908245,DSigDB,1
1488,Bi-D-1870 Mrc,0.035073626746766,1.4550193240908245,DSigDB,1
1489,Pyridoxal Phosphate Boss,0.035073626746766,1.4550193240908245,DSigDB,1
1490,Carbon Tetrachloride,0.035073626746766,1.4550193240908245,DSigDB,1
1491,Imiquimod Boss,0.035073626746766,1.4550193240908245,DSigDB,1
1492,Hydrocortisone-56 Mgkg In Corn Oil-Rat-Bone Marrow-5D-Up,0.0351726748808202,1.4537946023453903,DrugMatrix,1
1493,Clonidine-6 Mgkg In Water-Rat-Heart-1D-Up,0.0351726748808202,1.4537946023453903,DrugMatrix,1
1494,Gentamicin-267 Mgkg In Corn Oil-Rat-Liver-1D-Up,0.0351726748808202,1.4537946023453903,DrugMatrix,1
1495,Methyl Methanesulfonate-113 Mgkg In Water-Rat-Bone Marrow-5D-Dn,0.0351726748808202,1.4537946023453903,DrugMatrix,1
1496,Zomepirac-11 Mgkg In Saline-Rat-Liver-025D-Up,0.0351985272813152,1.4534755071746652,DrugMatrix,1
1497,Phenylbutazone-368 Mgkg In Cmc-Rat-Kidney-5D-Up,0.0356098816637872,1.4484294695397204,DrugMatrix,1
1498,Rofecoxib-775 Mgkg In Corn Oil-Rat-Liver-3D-Up,0.0356098816637872,1.4484294695397204,DrugMatrix,1
1499,Acetaminophen-486 Mgkg In Corn Oil-Rat-Liver-3D-Dn,0.0359893001448431,1.4438265986426715,DrugMatrix,1
1500,Nafenopin-338 Mgkg In Corn Oil-Rat-Liver-3D-Dn,0.0359893001448431,1.4438265986426715,DrugMatrix,1
1501,Levofloxacin-739 Mgkg In Water-Rat-Heart-5D-Up,0.0359893001448431,1.4438265986426715,DrugMatrix,1
1502,Chlordiazepoxide-196 Mgkg In Water-Rat-Heart-5D-Up,0.0359893001448431,1.4438265986426715,DrugMatrix,1
1503,Oxytetracycline,0.0360045175536497,1.4436430040790473,DSigDB,1
1504,Zidovudine-14800 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0360652762150451,1.4429107373069794,DrugMatrix,1
1505,Prednisolone Boss,0.0363381287449294,1.439637440722967,DSigDB,1
1506,Erlotinib Boss,0.0363381287449294,1.439637440722967,DSigDB,1
1507,Hydrocortisone-56 Mgkg In Corn Oil-Rat-Heart-1D-Up,0.0363907174099307,1.4390093826082409,DrugMatrix,1
1508,Simvastatin-1200 Mgkg In Corn Oil-Rat-Liver-025D-Up,0.0368193943880798,1.433923359125816,DrugMatrix,1
1509,Esmolol-27 Mgkg In Saline-Rat-Heart-5D-Up,0.0368193943880798,1.433923359125816,DrugMatrix,1
1510,Sertraline-210 Mgkg In Corn Oil-Rat-Liver-3D-Up,0.0368193943880798,1.433923359125816,DrugMatrix,1
1511,Benzothiazyl Disulfide-2600 Mgkg In Corn Oil-Rat-Kidney-3D-Up,0.0368193943880798,1.433923359125816,DrugMatrix,1
1512,Nortriptyline-70 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0369470560415763,1.432420160674691,DrugMatrix,1
1513,Vincristine-005 Mgkg In Saline-Rat-Bone Marrow-025D-Up,0.0369470560415763,1.432420160674691,DrugMatrix,1
1514,Lead Ii Acetate-600 Mgkg In Saline-Rat-Kidney-5D-Up,0.0371837924888077,1.4296463172815808,DrugMatrix,1
1515,Pkc-412 Kinome Scan,0.0376532640897276,1.4241973696701367,DSigDB,1
1516,Carmustine-4 Mgkg In Corn Oil-Rat-Bone Marrow-025D-Up,0.037663058648129,1.424084413473239,DrugMatrix,1
1517,Azathioprine-20 Mgkg In Corn Oil-Rat-Bone Marrow-3D-Up,0.037663058648129,1.424084413473239,DrugMatrix,1
1518,Lamivudine,0.0377512904292007,1.423068198559225,DSigDB,1
1519,Dipyridamole,0.0377512904292007,1.423068198559225,DSigDB,1
1520,Dexamethasone-456 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0378439813623136,1.4220031800734623,DrugMatrix,1
1521,33258 Hoechst Boss,0.0379013207219401,1.4213456561992897,DSigDB,1
1522,Allopurinol-175 Mgkg In Corn Oil-Rat-Kidney-3D-Up,0.037989196048755,1.4203398971608332,DrugMatrix,1
1523,Oleanolic Acid,0.0382687559338916,1.4171556558791845,DSigDB,1
1524,Succinylsulfathiazole,0.0382687559338916,1.4171556558791845,DSigDB,1
1525,Monocrotaline Boss,0.0382687559338916,1.4171556558791845,DSigDB,1
1526,Perfluorodecanoic Acid,0.0382687559338916,1.4171556558791845,DSigDB,1
1527,Amantadine,0.0382687559338916,1.4171556558791845,DSigDB,1
1528,Idarubicin,0.0382687559338916,1.4171556558791845,DSigDB,1
1529,Verapamil,0.0383252347174999,1.4165151766900814,DSigDB,1
1530,Clofibrate,0.0383252347174999,1.4165151766900814,DSigDB,1
1531,Cefotiam,0.0383252347174999,1.4165151766900814,DSigDB,1
1532,1-5-Deoxypentofuranosyl-5-Fluoropyrimidine-241H3H-Dione,0.0383252347174999,1.4165151766900814,DSigDB,1
1533,Pirinixic Acid-364 Mgkg In Cmc-Rat-Liver-3D-Dn,0.0385203925225919,1.4143092960665287,DrugMatrix,1
1534,Folic Acid Boss,0.0386372237843473,1.4129940866678834,DSigDB,1
1535,2-Amino-4-Nitrophenol-625 Mgkg In Cmc-Rat-Heart-3D-Up,0.0387561648865988,1.4116592050731043,DrugMatrix,1
1536,Indomethacin-96 Mgkg In Water-Rat-Liver-3D-Up,0.0387896881264864,1.4112837121630397,DrugMatrix,1
1537,Lead Ii Acetate-600 Mgkg In Saline-Rat-Bone Marrow-3D-Up,0.0388070160889231,1.411089749322219,DrugMatrix,1
1538,Bromisovalum-250 Mgkg In Corn Oil-Rat-Liver-5D-Dn,0.0393914941385472,1.4045975458773365,DrugMatrix,1
1539,Fenofibrate-215 Mgkg In Corn Oil-Rat-Liver-5D-Dn,0.0393914941385472,1.4045975458773365,DrugMatrix,1
1540,Tranilast-300 Mgkg In Cmc-Rat-Liver-1D-Up,0.0393914941385472,1.4045975458773365,DrugMatrix,1
1541,Tranexamic Acid-2000 Mgkg In Cmc-Rat-Heart-3D-Up,0.0393914941385472,1.4045975458773365,DrugMatrix,1
1542,D-Sorbitol Boss,0.0395067944714275,1.4033282069636417,DSigDB,1
1543,Chlorpromazine-18 Mgkg In Water-Rat-Liver-025D-Up,0.0395802674858576,1.4025212751311533,DrugMatrix,1
1544,Tacrolimus-50 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0396837174085259,1.4013876516794044,DrugMatrix,1
1545,Norethindrone-75 Mgkg In Corn Oil-Rat-Liver-5D-Dn,0.0396837174085259,1.4013876516794044,DrugMatrix,1
1546,Rapamycin-60 Mgkg In Cmc-Rat-Heart-5D-Up,0.0396837174085259,1.4013876516794044,DrugMatrix,1
1547,Etoposide-188 Mgkg In Corn Oil-Rat-Heart-3D-Dn,0.0396837174085259,1.4013876516794044,DrugMatrix,1
1548,Propidium Boss,0.0397906718754437,1.4002187276207838,DSigDB,1
1549,Methotrexate Boss,0.0397906718754437,1.4002187276207838,DSigDB,1
1550,Cube Root Extract,0.039985268687218,1.3980999813277468,DSigDB,1
1551,Danazol Ttd 00007428,0.0405501976116738,1.392007025017551,DSigDB,1
1552,111-Trifluorohenicosa-691215-Tetraen-2-One,0.0405501976116738,1.392007025017551,DSigDB,1
1553,Meloxicam,0.0405501976116738,1.392007025017551,DSigDB,1
1554,Valstar,0.0405501976116738,1.392007025017551,DSigDB,1
1555,Triphenyltin Hydroxide,0.0405501976116738,1.392007025017551,DSigDB,1
1556,22-Bipyridine,0.0405501976116738,1.392007025017551,DSigDB,1
1557,Roxarsone,0.0405501976116738,1.392007025017551,DSigDB,1
1558,Diacerein,0.0405501976116738,1.392007025017551,DSigDB,1
1559,Dextroamphetamine,0.0405501976116738,1.392007025017551,DSigDB,1
1560,Flavone Ttd 00008046,0.0405501976116738,1.392007025017551,DSigDB,1
1561,Chembl211740 Ttd 00003979,0.0405501976116738,1.392007025017551,DSigDB,1
1562,Neocuproine,0.0405501976116738,1.392007025017551,DSigDB,1
1563,Gold,0.0405501976116738,1.392007025017551,DSigDB,1
1564,Puromycin Aminonucleoside,0.0405501976116738,1.392007025017551,DSigDB,1
1565,Urea,0.0405501976116738,1.392007025017551,DSigDB,1
1566,Sildenafil-420 Mgkg In Water-Rat-Liver-3D-Dn,0.0405794101203525,1.391694270346977,DrugMatrix,1
1567,Lomustine-875 Mgkg In Corn Oil-Rat-Liver-5D-Dn,0.0406267477402726,1.3911879425021931,DrugMatrix,1
1568,Isoflurane Boss,0.0407296898070353,1.3900888974417676,DSigDB,1
1569,Nvp-Tae684 Lincs,0.0410725767567073,1.3864480501019099,DSigDB,1
1570,Sporidesmin A-015 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0410725767567073,1.3864480501019099,DrugMatrix,1
1571,Crizotinib Kinome Scan,0.0411548149296141,1.385579346963671,DSigDB,1
1572,Methotrexate-03 Mgkg In Corn Oil-Rat-Bone Marrow-3D-Up,0.0411753854912328,1.3853623261975152,DrugMatrix,1
1573,Gentamicin-267 Mgkg In Corn Oil-Rat-Liver-5D-Up,0.0411753854912328,1.3853623261975152,DrugMatrix,1
1574,Busulfan-3 Mgkg In Corn Oil-Rat-Bone Marrow-025D-Up,0.0411753854912328,1.3853623261975152,DrugMatrix,1
1575,Norepinephrine-175 Mgkg In Saline-Rat-Heart-5D-Up,0.0411753854912328,1.3853623261975152,DrugMatrix,1
1576,Cep-701 Kinome Scan,0.0415853626931285,1.381059506398042,DSigDB,1
1577,Neomycin-877 Mgkg In Corn Oil-Rat-Liver-1D-Dn,0.0415853626931285,1.381059506398042,DrugMatrix,1
1578,1-Naphthyl Isothiocyanate-60 Mgkg In Corn Oil-Rat-Bone Marrow-1D-Dn,0.0415853626931285,1.381059506398042,DrugMatrix,1
1579,Beta-Estradiol 3-Benzoate-25 Mgkg In Corn Oil-Rat-Liver-3D-Up,0.0415853626931285,1.381059506398042,DrugMatrix,1
1580,L 741211,0.0416069111316128,1.380834524733125,DSigDB,1
1581,223445-Hexachlorobiphenyl,0.0416069111316128,1.380834524733125,DSigDB,1
1582,Indeno123-Cdpyrene,0.0416069111316128,1.380834524733125,DSigDB,1
1583,Methyl Salicylate,0.0416069111316128,1.380834524733125,DSigDB,1
1584,Sb 216763 Ttd 00010836,0.0416069111316128,1.380834524733125,DSigDB,1
1585,Cyproheptadine,0.0416069111316128,1.380834524733125,DSigDB,1
1586,Patulin,0.0416069111316128,1.380834524733125,DSigDB,1
1587,Carvedilol-50 Um In Dmso-Rat-Primary Rat Hepatocytes-067D-Up,0.04208836379012,1.3758379573770518,DrugMatrix,1
1588,Phenacemide-400 Mgkg In Cmc-Rat-Heart-5D-Up,0.04208836379012,1.3758379573770518,DrugMatrix,1
1589,Sertraline-210 Mgkg In Corn Oil-Rat-Heart-1D-Up,0.04208836379012,1.3758379573770518,DrugMatrix,1
1590,Sodium Arsenite-10 Mgkg In Saline-Rat-Bone Marrow-3D-Dn,0.04208836379012,1.3758379573770518,DrugMatrix,1
1591,Busulfan-500 Um In Dmso-Rat-Primary Rat Hepatocytes-067D-Dn,0.04208836379012,1.3758379573770518,DrugMatrix,1
1592,4-Nitrobenzoic Acid-1470 Mgkg In Cmc-Rat-Kidney-5D-Up,0.04208836379012,1.3758379573770518,DrugMatrix,1
1593,Amlodipine-02 Mgkg In Corn Oil-Rat-Liver-1D-Up,0.04208836379012,1.3758379573770518,DrugMatrix,1
1594,Leadiv Acetate-600 Mgkg In Saline-Rat-Spleen-1D-Up,0.0422041797207735,1.3746445362473645,DrugMatrix,1
1595,Chlortetracycline-1500 Mgkg In Cmc-Rat-Liver-5D-Dn,0.0425596670226495,1.3710017785229616,DrugMatrix,1
1596,1-Naphthyl Isothiocyanate-60 Mgkg In Corn Oil-Rat-Liver-1D-Up,0.0425596670226495,1.3710017785229616,DrugMatrix,1
1597,Acyclovir-330 Mgkg In Saline-Rat-Bone Marrow-025D-Dn,0.0425596670226495,1.3710017785229616,DrugMatrix,1
1598,Nn-Dimethylformamide-1400 Mgkg In Saline-Rat-Liver-5D-Up,0.0430154868870766,1.3663751570089062,DrugMatrix,1
1599,Chlorpyrifos-82 Mgkg In Cmc-Rat-Heart-3D-Up,0.0430154868870766,1.3663751570089062,DrugMatrix,1
1600,Lead Ii Acetate-2 Mgkg In Saline-Rat-Kidney-28D-Up,0.0430154868870766,1.3663751570089062,DrugMatrix,1
1601,Olanzapine-23 Mgkg In Cmc-Rat-Liver-3D-Up,0.0430853603698037,1.3656702702253671,DrugMatrix,1
1602,Melitten,0.0432179104711666,1.364336234509216,DSigDB,1
1603,Lorazepam Boss,0.0434364959280313,1.3621452170403234,DSigDB,1
1604,Rosiglitazone Boss,0.0434364959280313,1.3621452170403234,DSigDB,1
1605,Nn-Dimethylformamide-700 Mgkg In Saline-Rat-Liver-3D-Dn,0.0435497633836157,1.3610142002767358,DrugMatrix,1
1606,Interleukin 1 Beta-001 Mgkg In Rsasaline-Rat-Liver-1D-Up,0.0439568450204924,1.3569734863887162,DrugMatrix,1
1607,Valsartan-1000 Mgkg In Corn Oil-Rat-Kidney-5D-Up,0.0439568450204924,1.3569734863887162,DrugMatrix,1
