compound,best_pvalue,best_combined_score,n_entries,databases,nrf2_status,nrf2_confidence,is_pains,pains_category,auc_class,rank,neg_log10_p
ljp006 mcf10a 24h-selumetinib-004,6.06791082199838e-07,91.6115122927485,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,972,6.2169608105152685
ljp005 mdamb231 3h-pha-665752-10,6.10277845246484e-07,159.570398098593,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,973,6.214472395833747
ljp009 ht29 24h-raf 265-111,6.10277845246484e-07,159.570398098593,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,974,6.214472395833747
ljp006 mcf10a 3h-mk-2206-10,6.10277845246484e-07,159.570398098593,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,975,6.214472395833747
ljp005 skbr3 24h-dasatinib-037,6.10277845246484e-07,159.570398098593,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,976,6.214472395833747
ljp005 mdamb231 3h-as-601245-10,6.10279798575694e-07,77.3039716256719,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,977,6.214471005780435
ljp006 mcf10a 24h-azd-7762-10,6.10279798575694e-07,77.3039716256719,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,978,6.214471005780435
ljp006 lncap 24h-at-7519-111,6.20519555577998e-07,67.619110719073,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,979,6.207244527226028
ljp005 hcc515 24h-cgp-60474-037,6.20519555577998e-07,67.619110719073,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,980,6.207244527226028
ljp005 mcf10a 24h-geldanamycin-111,6.35891225678529e-07,83.0772579786955,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,981,6.196617167571328
ljp006 skbr3 3h-torin-1-012,6.47934542085868e-07,131.586168801377,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,982,6.188468866732544
ljp005 mcf10a 24h-azd-8330-111,6.54097357856686e-07,63.4793237092981,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,983,6.184357605141967
ljp006 lncap 3h-ql-xii-47-333,6.62993348502115e-07,113.142866910734,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,984,6.178490828643972
ljp008 hcc515 24h-pd-0325901-004,6.72915138311853e-07,99.8652544322426,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,985,6.172039701432322
ljp005 hcc515 24h-radicicol-037,6.72915138311853e-07,99.8652544322426,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,986,6.172039701432322
ljp006 mdamb231 24h-nvp-tae684-10,6.72915138311853e-07,99.8652544322426,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,987,6.172039701432322
ljp005 ht29 24h-vemurafenib-111,6.72915138311853e-07,99.8652544322426,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,988,6.172039701432322
ljp005 skbr3 24h-pf-477736-10,6.76373949069004e-07,76.059279625576,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,989,6.169813127853502
ljp006 bt20 24h-bi-2536-10,6.77535277128367e-07,66.7363140602119,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,990,6.169068087518751
ljp005 bt20 3h-dasatinib-333,6.85977447899456e-07,195.422966040046,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,991,6.163690161864411
peptidoglycan,6.85977447899456e-07,195.422966040046,1,DSigDB,unknown,,False,,putative_negative,992,6.163690161864411
ljp006 bt20 3h-a443654-333,6.85977447899456e-07,195.422966040046,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,993,6.163690161864411
ljp005 bt20 24h-torin-2-111,6.87197801549889e-07,89.7030335813445,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,994,6.162918238548582
ljp006 lncap 3h-alvocidib-037,7.11269545642636e-07,81.5710488358368,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,995,6.147965786047687
ljp005 bt20 24h-azd-8330-333,7.20655962614159e-07,260.858508103043,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,996,6.142272015720496
ljp005 mcf10a 24h-neratinib-012,7.31797211045774e-07,70.1310488467909,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,997,6.13560924998707
ljp005 ht29 24h-vemurafenib-10,7.39259062726835e-07,65.8690015023599,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,998,6.131203342665044
ascorbic acid,7.4860081759401e-07,52.3179418518726,2,DSigDB,unknown,,False,,putative_negative,999,6.125749702901034
ljp005 mdamb231 3h-tozasertib-10,7.59657951435161e-07,152.359434997212,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1000,6.119381911985969
ljp006 skbr3 3h-a443654-037,7.59657951435161e-07,152.359434997212,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1001,6.119381911985969
demecolcine,7.59828998140253e-07,32.9252447693828,2,DSigDB,unknown,,False,,putative_negative,1002,6.119284136035338
56-benzoflavone,7.69817237114862e-07,61.9814659780675,2,DSigDB,unknown,,False,,putative_negative,1003,6.1136123687674635
ljp006 bt20 24h-bi-2536-037,7.72271063933322e-07,97.4592082283437,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1004,6.1122302373479735
ljp006 mdamb231 24h-torin-1-037,7.72271063933322e-07,97.4592082283437,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1005,6.1122302373479735
ljp007 ht29 24h-az-628-333,7.72271063933322e-07,97.4592082283437,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1006,6.1122302373479735
ljp006 lncap 3h-at-7519-037,7.72271063933322e-07,97.4592082283437,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1007,6.1122302373479735
ljp006 mcf10a 3h-xmd-1150-10,7.75564301626426e-07,109.891847617985,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1008,6.110382189231622
ljp005 bt20 24h-geldanamycin-111,7.75564301626426e-07,109.891847617985,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1009,6.110382189231622
ljp006 hcc515 24h-radicicol-111,7.76978058477819e-07,87.8509117861067,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1010,6.109591245313056
5224221,7.76978058477819e-07,87.8509117861067,2,DSigDB,unknown,,False,,putative_negative,1011,6.109591245313056
ljp006 skbr3 3h-bms-387032-037,7.76978058477819e-07,87.8509117861067,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1012,6.109591245313056
ljp006 ht29 24h-bms-387032-10,7.76978058477819e-07,87.8509117861067,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1013,6.109591245313056
ljp006 mdamb231 3h-ql-x-138-10,7.77595040284915e-07,126.942819397839,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1014,6.109246518122629
trimipramine,7.77595040284915e-07,126.942819397839,3,DSigDB,unknown,,False,,putative_negative,1015,6.109246518122629
ljp006 bt20 24h-afatinib-333,7.77595040284915e-07,126.942819397839,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1016,6.109246518122629
ljp005 mdamb231 24h-geldanamycin-037,7.77595040284915e-07,126.942819397839,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1017,6.109246518122629
ljp005 ht29 24h-pd-184352-111,7.94560895239627e-07,80.1029774797142,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1018,6.099872812801362
ionomycin,7.94560895239627e-07,80.1029774797142,4,DSigDB,unknown,,False,,putative_negative,1019,6.099872812801362
alfacalcidol-0043 mgkg in cmc-rat-heart-3d-up,7.96077938692434e-07,50.1093375273091,2,DrugMatrix,unknown,,False,,putative_negative,1020,6.099044411298683
ljp007 hcc515 24h-pd-0325901-333,8.06034700119683e-07,65.0168135142019,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1021,6.0936462612394395
tranilast-1100 mgkg in cmc-rat-heart-3d-up,8.21697576068e-07,48.3198504158148,2,DrugMatrix,unknown,,False,,putative_negative,1022,6.085287994153119
ljp006 mcf10a 24h-geldanamycin-111,8.28228009009809e-07,73.6519546538686,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1023,6.081850086617126
ljp005 mcf10a 24h-pd-0325901-111,8.34389595268043e-07,61.2501528633865,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1024,6.078631120144623
ljp006 mcf10a 24h-selumetinib-012,8.77073711338546e-07,86.0529063407545,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1025,6.056963905969938
ljp006 lncap 3h-cgp-60474-111,8.77073711338546e-07,86.0529063407545,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1026,6.056963905969938
ljp006 mcf10a 24h-afatinib-333,8.78227658537305e-07,64.1794011138023,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1027,6.056392889526123
ljp006 mcf10a 3h-mitoxantrone-333,8.84423602534508e-07,109.107826577904,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1028,6.053339675960219
ljp006 mcf10a 24h-as-605240-012,8.84423602534508e-07,95.1364447603671,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1029,6.053339675960219
ljp006 skbr3 3h-cgp-60474-333,8.84423602534508e-07,95.1364447603671,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1030,6.053339675960219
vitamin d3 boss,8.88631357925666e-07,57.7790927720153,2,DSigDB,indirect,indirect,False,,indirect,1031,6.051278365488809
27-hydroxycholesterol,8.9474517456241e-07,183.764859567831,1,DSigDB,unknown,,False,,putative_negative,1032,6.048300635119092
ljp005 bt20 3h-tws-119-10,8.9474517456241e-07,183.764859567831,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1033,6.048300635119092
ljp006 skbr3 24h-chir-99021-10,9.04638688098417e-07,106.777130835098,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1034,6.043524843001363
ljp005 bt20 3h-ldn-193189-10,9.04638688098417e-07,106.777130835098,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1035,6.043524843001363
ljp006 skbr3 3h-jw-7-24-1-111,9.04638688098417e-07,106.777130835098,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1036,6.043524843001363
ljp006 mcf10a 3h-y-39983-10,9.04638688098417e-07,106.777130835098,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1037,6.043524843001363
deoxynivalenol,9.15102853026551e-07,72.4877148391136,2,DSigDB,unknown,,False,,putative_negative,1038,6.038530090642268
ljp005 ht29 24h-pelitinib-10,9.29365636341204e-07,122.542356345036,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1039,6.031813389769028
digitoxigenin,9.55091761937517e-07,41.6020932155731,13,DSigDB,unknown,,False,,putative_negative,1040,6.019954900888878
7646-79-9,9.74640323220131e-07,23.7396638014452,2,DSigDB,unknown,,False,,putative_negative,1041,6.011155624773183
chembl55802,9.78872295791311e-07,363.95995792699,1,DSigDB,unknown,,False,,putative_negative,1042,6.009273962794149
ljp005 mdamb231 3h-wz-3105-10,9.88505701987599e-07,84.3068895415534,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1043,6.005020821206547
ljp005 mcf10a 24h-neratinib-111,1.01008628791699e-06,71.3487353719839,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1044,5.9956415244693275
ljp009 ht29 24h-dabrafenib-012,1.01077859367152e-06,92.8930701574637,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1045,5.995343964168801
ljp006 skbr3 24h-azd-7762-037,1.01077859367152e-06,92.8930701574637,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1046,5.995343964168801
ljp006 skbr3 24h-azd-7762-333,1.01077859367152e-06,92.8930701574637,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1047,5.995343964168801
ljp005 mcf10a 24h-gsk-1059615-111,1.01077859367152e-06,92.8930701574637,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1048,5.995343964168801
ljp006 skbr3 3h-a443654-10,1.01077859367152e-06,92.8930701574637,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1049,5.995343964168801
ljp005 bt20 3h-plx-4720-10,1.01370149851791e-06,238.642725707596,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1050,5.994089911503292
ljp005 bt20 3h-gdc-0980-10,1.01370149851791e-06,238.642725707596,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,1051,5.994089911503292
quinpirole,1.01746761246949e-06,52.0564945336384,4,DSigDB,unknown,,False,,putative_negative,1052,5.99247940613188
ljp005 mcf10a 24h-tg-101348-10,1.03138981768194e-06,56.5408171233172,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1053,5.986577160447604
ljp006 skbr3 3h-jnk-9l-111,1.05225494751057e-06,103.790972636289,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1054,5.977879023601809
ljp005 mcf10a 3h-xmd16-144-10,1.05225494751057e-06,103.790972636289,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1055,5.977879023601809
ljp005 mcf10a 24h-pd-0325901-004,1.05699653174464e-06,66.2378556031544,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1056,5.975926437713043
ljp006 skbr3 3h-a443654-111,1.10637271033338e-06,118.367523997917,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1057,5.956098545026179
ljp006 bt20 24h-ql-xii-47-004,1.10637271033338e-06,118.367523997917,1,LINCS_L1000_Chem_Pert_up,unknown,,False,,putative_negative,1058,5.956098545026179
ljp008 hcc515 24h-dasatinib-012,1.10637271033338e-06,118.367523997917,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1059,5.956098545026179
ljp005 skbr3 3h-geldanamycin-10,1.10637271033338e-06,118.367523997917,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1060,5.956098545026179
ljp009 hcc515 24h-saracatinib-111,1.11237931817899e-06,82.6108396656501,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1061,5.9537470943172615
ljp008 hcc515 24h-cgp-60474-037,1.11383942051584e-06,70.2342855059891,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1062,5.953177415814597
hexetidine,1.15533672657045e-06,139.364267248732,1,DSigDB,unknown,,False,,putative_negative,1063,5.937291420812055
etynodiol,1.15533672657045e-06,139.364267248732,4,DSigDB,unknown,,False,,putative_negative,1064,5.937291420812055
ljp006 mcf10a 24h-azd-7762-333,1.15533672657045e-06,139.364267248732,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1065,5.937291420812055
ljp006 bt20 24h-as-605240-333,1.15533672657045e-06,139.364267248732,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1066,5.937291420812055
ljp006 hcc515 24h-lapatinib-333,1.15533672657045e-06,139.364267248732,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,1067,5.937291420812055
