compound,best_pvalue,best_combined_score,n_entries,databases,nrf2_status,nrf2_confidence,is_pains,pains_category,auc_class
--epicatechin boss,0.248305183282385,2.47607842448759,2,DSigDB,unknown,,True,literature_classified,excluded
--epigallocatechin gallate,0.0249248152173261,4.87066283362507,2,DSigDB,activator,medium,True,literature_classified,positive
--epigallocatechin gallate boss,0.0027130615693415,15.3004748944645,2,DSigDB,activator,medium,True,literature_classified,positive
--epigallocatechin gallate ttd 00000021,0.172130407352003,4.91409073555778,2,DSigDB,activator,medium,True,literature_classified,positive
--isoprenaline,3.41931875620382e-06,51.9101326625101,6,DSigDB,unknown,,False,,putative_negative
-chelidonine,3.62555772598933e-07,99.858190044276,3,DSigDB,unknown,,False,,putative_negative
-isoprenaline,1.47804544516332e-06,163.498661807126,4,DSigDB,unknown,,False,,putative_negative
-mk-801 hydrogen maleate boss,0.739097849404331,0.226592253798289,1,DSigDB,unknown,,False,,putative_negative
-pulegone-200 mgkg in cmc-rat-kidney-1d-dn,0.958403745699697,0.0210033400068639,2,DrugMatrix,unknown,,False,,putative_negative
-pulegone-200 mgkg in cmc-rat-kidney-1d-up,0.564527783929349,0.565462590399822,2,DrugMatrix,unknown,,False,,putative_negative
-pulegone-200 mgkg in cmc-rat-kidney-3d-dn,0.160480604625129,2.62511215190356,2,DrugMatrix,unknown,,False,,putative_negative
-pulegone-200 mgkg in cmc-rat-kidney-3d-up,0.849774120210173,0.111654841355283,2,DrugMatrix,unknown,,False,,putative_negative
-pulegone-200 mgkg in cmc-rat-kidney-5d-dn,0.89628099130722,0.0686947016185871,2,DrugMatrix,unknown,,False,,putative_negative
-pulegone-200 mgkg in cmc-rat-kidney-5d-up,0.845569387700575,0.115888136069493,2,DrugMatrix,unknown,,False,,putative_negative
0173570-0000,0.022083319774358,15.3439792392818,2,DSigDB,unknown,,False,,putative_negative
0175029-0000,0.0790945300968487,3.21918496695774,6,DSigDB,unknown,,False,,putative_negative
0179445-0000,0.013913746965113,9.61977761197485,8,DSigDB,unknown,,False,,putative_negative
0297417-0002b,1.16781023184589e-07,92.1765864881162,7,DSigDB,unknown,,False,,putative_negative
0316684-0000,0.0049088957580768,34.7944123320241,1,DSigDB,unknown,,False,,putative_negative
0317956-0000,3.42109887578501e-07,316.878678321147,1,DSigDB,unknown,,False,,putative_negative
1-5-deoxypentofuranosyl-5-fluoropyrimidine-241h3h-dione,0.0383252347174999,10.8868932456593,2,DSigDB,unknown,,False,,putative_negative
1-5-isoquinolinesulfonyl-2-methylpiperazine,0.0806361709961198,11.5885784207271,1,DSigDB,unknown,,False,,putative_negative
1-acetoxychavicol acetate,0.0008133662728634,55.9804274158556,1,DSigDB,unknown,,False,,putative_negative
1-amino-4-hydroxyanthraquinone,0.329174931258941,1.92929351371857,2,DSigDB,unknown,,True,quinone,excluded
1-bromopropane,0.0036844855632525,65.9243293119077,1,DSigDB,unknown,,False,,putative_negative
1-butanol,0.0005067218538698,51.2521554596367,1,DSigDB,unknown,,False,,putative_negative
1-butanol boss,0.725510454804506,0.250144771047919,1,DSigDB,unknown,,False,,putative_negative
1-chloro-24-dinitrobenzene,2.0819766667256602e-15,220.491751088177,2,DSigDB,unknown,,False,,putative_negative
1-chloro-24-dinitrobenzene boss,0.273534328310834,2.59786243744674,2,DSigDB,unknown,,False,,putative_negative
1-hydroxypyrene,0.732390200801018,0.238014556949901,1,DSigDB,unknown,,False,,putative_negative
1-methyl-3-nitro-1-nitrosoguanidine,0.0179762257300372,10.2106519408515,1,DSigDB,unknown,,False,,putative_negative
1-methyl-5-3-pyridinyl-2-pyrrolidinone,0.366132878780452,2.30764101311785,1,DSigDB,unknown,,False,,putative_negative
1-methylphenanthrene,0.103795560803268,8.86117848199568,2,DSigDB,unknown,,False,,putative_negative
1-naphthyl isothiocyanate,0.103795560803268,8.86117848199568,2,DSigDB,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-15 mgkg in corn oil-rat-liver-1d-dn,0.927237848010953,0.0418196466299696,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-15 mgkg in corn oil-rat-liver-1d-up,0.679161252517754,0.341181336279869,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-15 mgkg in corn oil-rat-liver-5d-dn,0.732391189483152,0.256861218429822,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-15 mgkg in corn oil-rat-liver-5d-up,0.252803898759729,1.79004242955971,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-16667 um in dmso-rat-primary rat hepatocytes-067d-dn,0.142131862705136,2.8769546808255,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-16667 um in dmso-rat-primary rat hepatocytes-067d-up,0.0078707396127696,10.2478368542592,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-16667 um in dmso-rat-primary rat hepatocytes-1d-dn,0.121769935713149,3.38240596694739,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-16667 um in dmso-rat-primary rat hepatocytes-1d-up,0.712810967332862,0.290202296226078,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-bone marrow-025d-dn,0.946183796301207,0.0287460679598889,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-bone marrow-025d-up,0.0722761996935387,4.34026549144651,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-bone marrow-1d-dn,0.0668059668280023,4.5346350367993,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-bone marrow-1d-up,0.7801541655591,0.192982333156765,1,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-bone marrow-3d-dn,0.744246852356219,0.240171992839562,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-bone marrow-3d-up,0.004746631981491,11.6752487897322,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-kidney-025d-dn,0.952182845536684,0.0229598552874476,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-kidney-025d-up,0.015082609618247,7.98059000486214,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-kidney-1d-dn,0.976473090429157,0.0096891321934109,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-kidney-1d-up,0.255860961394561,1.76842809220684,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-kidney-3d-dn,0.939425462926143,0.0332642984627886,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-kidney-3d-up,0.881811122347154,0.0813106378387268,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-liver-025d-dn,0.517473089882614,0.678684188511987,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-liver-025d-up,0.586754331077627,0.515892069277101,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-liver-1d-dn,0.80746136264274,0.16026768594265,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-liver-1d-up,0.713891555420988,0.284070934153864,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-liver-3d-dn,0.340733888726756,1.31600100273246,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-30 mgkg in corn oil-rat-liver-3d-up,0.464245559743637,0.82469261333195,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-60 mgkg in corn oil-rat-bone marrow-1d-dn,0.0415853626931285,5.78657017292874,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-60 mgkg in corn oil-rat-bone marrow-1d-up,0.577994277769656,0.53426368565488,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-60 mgkg in corn oil-rat-bone marrow-3d-dn,0.747151135312524,0.236170017118389,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-60 mgkg in corn oil-rat-bone marrow-3d-up,0.0046018532093618,11.7839498106799,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-60 mgkg in corn oil-rat-kidney-1d-dn,0.905568673785182,0.0582863044615573,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-60 mgkg in corn oil-rat-kidney-1d-up,0.130208794572551,3.00466098665451,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-60 mgkg in corn oil-rat-kidney-3d-dn,0.873052025419213,0.0892748953064454,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-60 mgkg in corn oil-rat-kidney-3d-up,0.625987124208447,0.43599704313161,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-60 mgkg in corn oil-rat-liver-025d-dn,0.579406863206062,0.531912864871898,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-60 mgkg in corn oil-rat-liver-025d-up,0.162854453852962,2.59528578351631,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-60 mgkg in corn oil-rat-liver-1d-dn,0.829928767015472,0.135277954052391,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-60 mgkg in corn oil-rat-liver-1d-up,0.0425596670226495,5.7221220680045,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-60 mgkg in corn oil-rat-liver-3d-dn,0.43161739179704,0.937801784027073,2,DrugMatrix,unknown,,False,,putative_negative
1-naphthyl isothiocyanate-60 mgkg in corn oil-rat-liver-3d-up,0.0123471484834926,8.7872874700181,2,DrugMatrix,unknown,,False,,putative_negative
1-nitropyrene,5.15660797185128e-15,214.902328121096,2,DSigDB,unknown,,False,,putative_negative
1-phosphatidyl-myo-inositol boss,0.0091310998885092,11.2752031209145,2,DSigDB,unknown,,False,,putative_negative
105156-22-7,0.0540061145001182,8.63650977918844,1,DSigDB,unknown,,False,,putative_negative
10z13e15e-heptadecatrienylhydroquinone,0.29852170306951,3.63158326632519,1,DSigDB,unknown,,True,quinone,excluded
11-bis4-hydroxyphenyl-2-phenylbut-1-ene,0.262063651623056,4.75479001926925,2,DSigDB,unknown,,False,,putative_negative
11-bis4-hydroxyphenylcyclohexane,0.333181951007303,2.86109706193191,2,DSigDB,unknown,,False,,putative_negative
11-cis-retinal boss,0.0041024513948382,14.1105717509185,2,DSigDB,unknown,,False,,putative_negative
11-dichloroethene-600 mgkg in water-rat-liver-1d-dn,0.735390909432749,0.252584391153057,2,DrugMatrix,unknown,,False,,putative_negative
11-dichloroethene-600 mgkg in water-rat-liver-1d-up,0.790405219068311,0.180391625622366,2,DrugMatrix,unknown,,False,,putative_negative
11-dichloroethene-600 mgkg in water-rat-liver-3d-dn,0.813362730123577,0.150308959285993,2,DrugMatrix,unknown,,False,,putative_negative
11-dichloroethene-600 mgkg in water-rat-liver-3d-up,0.306298339184295,1.45655626201021,2,DrugMatrix,unknown,,False,,putative_negative
11-dichloroethene-600 mgkg in water-rat-liver-5d-dn,0.871235789001685,0.0909573804375966,2,DrugMatrix,unknown,,False,,putative_negative
11-dichloroethene-600 mgkg in water-rat-liver-5d-up,0.222971397938025,2.02168262202161,2,DrugMatrix,unknown,,False,,putative_negative
110-phenanthroline,0.0003508404952205,32.4751389781749,2,DSigDB,unknown,,False,,putative_negative
110-phenanthroline boss,0.152362740429283,4.33105946214536,2,DSigDB,unknown,,False,,putative_negative
110-phenanthroline-56-dione ttd 00000152,0.245573011670594,3.04892784900251,2,DSigDB,unknown,,False,,putative_negative
11032-49-8,0.29852170306951,3.63158326632519,1,DSigDB,unknown,,False,,putative_negative
111-trifluorohenicosa-691215-tetraen-2-one,0.0405501976116738,22.8062898245773,1,DSigDB,unknown,,False,,putative_negative
112233-hexabromocyclododecane,0.38199380418814,2.08734358018527,1,DSigDB,unknown,,False,,putative_negative
12-benzisothiazol-32h-one,0.0524623778440582,11.1743959221725,2,DSigDB,unknown,,False,,putative_negative
12-naphthoquinone,0.254888877530838,2.88771431030975,1,DSigDB,unknown,,True,quinone,excluded
123-trichloropropane-108 mgkg in cmc-rat-heart-1d-dn,0.579406863206062,0.531912864871898,2,DrugMatrix,unknown,,False,,putative_negative
123-trichloropropane-108 mgkg in cmc-rat-heart-1d-up,0.894752443817908,0.069995662372176,2,DrugMatrix,unknown,,False,,putative_negative
123-trichloropropane-108 mgkg in cmc-rat-heart-3d-dn,0.797851543217416,0.171480872004693,2,DrugMatrix,unknown,,False,,putative_negative
123-trichloropropane-108 mgkg in cmc-rat-heart-3d-up,0.0024667445209395,14.085252188435,2,DrugMatrix,unknown,,False,,putative_negative
123-trichloropropane-108 mgkg in cmc-rat-heart-5d-dn,0.851840717276694,0.10959580090569,2,DrugMatrix,unknown,,False,,putative_negative
123-trichloropropane-108 mgkg in cmc-rat-heart-5d-up,0.663066093101293,0.368386681744966,2,DrugMatrix,unknown,,False,,putative_negative
123-trichloropropane-108 mgkg in cmc-rat-kidney-1d-dn,0.988951694380696,0.0039815201520535,2,DrugMatrix,unknown,,False,,putative_negative
123-trichloropropane-108 mgkg in cmc-rat-kidney-1d-up,0.914289115705656,0.0514686460665439,2,DrugMatrix,unknown,,False,,putative_negative
123-trichloropropane-108 mgkg in cmc-rat-kidney-3d-dn,0.531997182189775,0.641563000829923,2,DrugMatrix,unknown,,False,,putative_negative
123-trichloropropane-108 mgkg in cmc-rat-kidney-3d-up,0.57199742906489,0.548430988774039,2,DrugMatrix,unknown,,False,,putative_negative
123-trichloropropane-108 mgkg in cmc-rat-kidney-5d-dn,0.329608279712021,1.35231409331957,2,DrugMatrix,unknown,,False,,putative_negative
123-trichloropropane-108 mgkg in cmc-rat-kidney-5d-up,0.946183796301207,0.0287460679598889,2,DrugMatrix,unknown,,False,,putative_negative
124-benzenetriol,6.35125020476873e-12,241.169285174299,2,DSigDB,unknown,,False,,putative_negative
124020-07-1,0.0037982815454921,29.6126996659666,1,DSigDB,unknown,,False,,putative_negative
126643-37-6,0.262063651623056,4.75479001926925,1,DSigDB,unknown,,False,,putative_negative
12910-tetramethoxyaporphine,0.0881621818378727,10.5563455429299,2,DSigDB,unknown,,False,,putative_negative
13-dimethylthiourea,1.53315970987249e-06,316.925859055709,1,DSigDB,unknown,,False,,putative_negative
13-diphenylguanidine,0.0881621818378727,10.5563455429299,1,DSigDB,unknown,,False,,putative_negative
13510-estratriene-3417 beta-triol,0.0920646511043347,7.00461393988354,2,DSigDB,unknown,,False,,putative_negative
136572-09-3 boss,0.830574669231386,0.104763765145854,1,DSigDB,unknown,,False,,putative_negative
139890-68-9,0.0256499122385116,14.0209487003767,1,DSigDB,unknown,,False,,putative_negative
14-chrysenequinone,2.02674076891987e-14,307.291244988703,5,DSigDB,unknown,,True,quinone,excluded
14-deoxy-1112-didehydroandrographolide,0.140741150521065,3.26251062982284,2,DSigDB,activator,medium,False,,positive
14-dichlorobenzene-735 mgkg in cmc-rat-kidney-1d-dn,0.869397666045768,0.0926710403107443,2,DrugMatrix,unknown,,False,,putative_negative
14-dichlorobenzene-735 mgkg in cmc-rat-kidney-1d-up,0.946183796301207,0.0287460679598889,2,DrugMatrix,unknown,,False,,putative_negative
14-naphthoquinone,0.46917820220315,1.2307033700543,1,DSigDB,unknown,,True,quinone,excluded
141-05-9,0.0450864727967171,12.5603270208578,1,DSigDB,unknown,,False,,putative_negative
15-acetyldeoxynivalenol,5.27956839399019e-09,154.742959789467,2,DSigDB,unknown,,False,,putative_negative
15-delta prostaglandin j2,1.4595002909905101e-09,188.360838024475,9,DSigDB,unknown,,False,,putative_negative
15-isoquinolinediol,0.11407613801902,4.85949040239199,1,DSigDB,unknown,,False,,putative_negative
15442-64-5,4.39287469448292e-06,162.463640923567,1,DSigDB,unknown,,False,,putative_negative
15r-prostaglandin d2,0.280523108822249,4.13680372141097,1,DSigDB,unknown,,False,,putative_negative
16-diisocyanatohexane,0.0001235039987949,81.8675530033849,2,DSigDB,unknown,,False,,putative_negative
1616-dimethylprostaglandin e2,0.0001087376009576,119.751699074469,2,DSigDB,unknown,,False,,putative_negative
1678911a12131414a-decahydro-113-dihydroxy-6-methyl-4h-cyclopent foxacyclotridecin-4-one,0.0159057811837705,18.5728062040287,1,DSigDB,unknown,,False,,putative_negative
17-ethynyl estradiol,7.69001471464353e-10,90.3314390123435,2,DSigDB,indirect,indirect,False,,indirect
17-hydroxy-17-methylandrost-4-en-3-one boss,0.114466595434511,3.65963448483304,2,DSigDB,unknown,,False,,putative_negative
17-hydroxyandrostan-3-one,2.49974394959663e-07,69.0993736126402,2,DSigDB,unknown,,False,,putative_negative
17-methyltestosterone-2000 mgkg in cmc-rat-liver-1d-dn,0.347116934681202,1.26699437248778,2,DrugMatrix,unknown,,False,,putative_negative
17-methyltestosterone-2000 mgkg in cmc-rat-liver-1d-up,0.755721172438396,0.22455487791684,2,DrugMatrix,unknown,,False,,putative_negative
17-methyltestosterone-2000 mgkg in cmc-rat-liver-3d-dn,0.245429116604515,1.8761605695159,2,DrugMatrix,unknown,,False,,putative_negative
17-methyltestosterone-2000 mgkg in cmc-rat-liver-3d-up,0.712831566190822,0.288085500637104,2,DrugMatrix,unknown,,False,,putative_negative
17-methyltestosterone-2000 mgkg in cmc-rat-liver-5d-dn,0.586754331077627,0.515892069277101,2,DrugMatrix,unknown,,False,,putative_negative
17-methyltestosterone-2000 mgkg in cmc-rat-liver-5d-up,0.663066093101293,0.368386681744966,2,DrugMatrix,unknown,,False,,putative_negative
170449-18-0,0.0080553382253006,17.7838672394868,2,DSigDB,unknown,,False,,putative_negative
172889-27-9 boss,0.0186969471105372,12.0348505398949,1,DSigDB,unknown,,False,,putative_negative
172889-27-9 ttd 00000391,0.333181951007303,2.86109706193191,1,DSigDB,unknown,,False,,putative_negative
17s-17-hydroxy-1317-dimethyl-12678141516-octahydrocyclopentaaphenanthren-3-one,0.0023682419544482,13.1426624495396,2,DSigDB,unknown,,False,,putative_negative
189-trihydroxyanthracene,0.0111708181685347,33.0369235468786,1,DSigDB,unknown,,False,,putative_negative
19-pyrazoloanthrone,9.95528630004463e-10,116.045602790887,1,DSigDB,unknown,,False,,putative_negative
19-pyrazoloanthrone ttd 00000196,0.154369554424376,5.62022481749879,1,DSigDB,unknown,,False,,putative_negative
1h-pyrazolo34-dpyrimidine,0.0001327429955797,53.261306753431,2,DSigDB,unknown,,False,,putative_negative
2-2-pyridylbenzimidazole ttd 00000504,0.0662415915707929,14.1609089063139,1,DSigDB,unknown,,False,,putative_negative
2-6-fluoro-2-methyl-3-4-methylsulfonylphenylmethylideneinden-1-ylacetic acid,0.31996191564437,2.02365362179041,2,DSigDB,unknown,,False,,putative_negative
2-acetamidofluorene,0.455550643812525,1.33429988721209,1,DSigDB,unknown,,False,,putative_negative
2-acetylaminofluorene-30 mgkg in cmc-rat-kidney-1d-dn,0.953059564550843,0.0243202281053249,2,DrugMatrix,unknown,,False,,putative_negative
2-acetylaminofluorene-30 mgkg in cmc-rat-kidney-1d-up,0.439191144781497,0.911777971049256,2,DrugMatrix,unknown,,False,,putative_negative
2-acetylaminofluorene-30 mgkg in cmc-rat-kidney-3d-dn,0.829928767015472,0.135277954052391,2,DrugMatrix,unknown,,False,,putative_negative
2-acetylaminofluorene-30 mgkg in cmc-rat-kidney-3d-up,0.681158909876317,0.335927579998575,2,DrugMatrix,unknown,,False,,putative_negative
2-acetylaminofluorene-30 mgkg in cmc-rat-kidney-5d-dn,0.9569371028969,0.021902654645316,2,DrugMatrix,unknown,,False,,putative_negative
2-acetylaminofluorene-30 mgkg in cmc-rat-kidney-5d-up,0.420238547690545,0.978254140576265,2,DrugMatrix,unknown,,False,,putative_negative
2-acetylaminofluorene-30 mgkg in cmc-rat-liver-1d-dn,0.869397666045768,0.0926710403107443,2,DrugMatrix,unknown,,False,,putative_negative
2-acetylaminofluorene-30 mgkg in cmc-rat-liver-1d-up,0.484276929179285,0.770213995850995,2,DrugMatrix,unknown,,False,,putative_negative
2-acetylaminofluorene-30 mgkg in cmc-rat-liver-3d-dn,0.42782653990625,0.951094137149956,2,DrugMatrix,unknown,,False,,putative_negative
2-acetylaminofluorene-30 mgkg in cmc-rat-liver-3d-up,0.894752443817908,0.069995662372176,2,DrugMatrix,unknown,,False,,putative_negative
2-acetylaminofluorene-30 mgkg in cmc-rat-liver-5d-dn,0.60484112466593,0.477914900383325,2,DrugMatrix,unknown,,False,,putative_negative
2-acetylaminofluorene-30 mgkg in cmc-rat-liver-5d-up,0.7801541655591,0.192982333156765,2,DrugMatrix,unknown,,False,,putative_negative
2-amino-4-nitrophenol-625 mgkg in cmc-rat-heart-1d-dn,0.81671217389639,0.149772854765837,2,DrugMatrix,unknown,,False,,putative_negative
2-amino-4-nitrophenol-625 mgkg in cmc-rat-heart-1d-up,0.549415299180926,0.601133762751826,2,DrugMatrix,unknown,,False,,putative_negative
2-amino-4-nitrophenol-625 mgkg in cmc-rat-heart-3d-dn,0.967445904345343,0.0156492347029682,2,DrugMatrix,unknown,,False,,putative_negative
2-amino-4-nitrophenol-625 mgkg in cmc-rat-heart-3d-up,0.0387561648865988,5.98475854757262,2,DrugMatrix,unknown,,False,,putative_negative
2-amino-4-nitrophenol-625 mgkg in cmc-rat-heart-5d-dn,0.359548952738959,1.22603296774616,2,DrugMatrix,unknown,,False,,putative_negative
2-amino-4-nitrophenol-625 mgkg in cmc-rat-heart-5d-up,0.99001553280994,0.0035404666710062,2,DrugMatrix,unknown,,False,,putative_negative
2-amino-4-nitrophenol-625 mgkg in cmc-rat-kidney-1d-dn,0.476817450943018,0.792173905605703,2,DrugMatrix,unknown,,False,,putative_negative
2-amino-4-nitrophenol-625 mgkg in cmc-rat-kidney-1d-up,0.0088441189708799,9.85877040322553,2,DrugMatrix,unknown,,False,,putative_negative
2-amino-4-nitrophenol-625 mgkg in cmc-rat-kidney-3d-dn,0.594038160148039,0.500353012223278,2,DrugMatrix,unknown,,False,,putative_negative
2-amino-4-nitrophenol-625 mgkg in cmc-rat-kidney-3d-up,0.0050473470069354,11.4612313328045,2,DrugMatrix,unknown,,False,,putative_negative
2-amino-4-nitrophenol-625 mgkg in cmc-rat-kidney-5d-dn,0.713891555420988,0.284070934153864,2,DrugMatrix,unknown,,False,,putative_negative
2-amino-4-nitrophenol-625 mgkg in cmc-rat-kidney-5d-up,0.539198694289816,0.623765457210115,2,DrugMatrix,unknown,,False,,putative_negative
2-aminoanthraquinone,0.0594054107730516,15.7820387732216,1,DSigDB,unknown,,True,quinone,excluded
2-aminobiphenyl,0.262063651623056,4.75479001926925,2,DSigDB,unknown,,False,,putative_negative
2-aminofluorene,0.262063651623056,4.75479001926925,1,DSigDB,unknown,,False,,putative_negative
2-aminophenol,0.0594054107730516,15.7820387732216,2,DSigDB,unknown,,False,,putative_negative
2-arachidonoylglycerol,0.0733240212044999,12.7783887751116,1,DSigDB,unknown,,False,,putative_negative
2-bromo-3-hydroxy-4-methoxybenzaldehyde,0.0151968411262951,10.9942574386768,1,DSigDB,unknown,,False,,putative_negative
2-butanone boss,5.19080879525677e-07,62.4043037042322,2,DSigDB,unknown,,False,,putative_negative
2-chloroethyl ethyl sulfide,0.0008437696124754,42.8956020819176,1,DSigDB,unknown,,False,,putative_negative
2-deoxy cyclic amp boss,0.14476468418009,3.93148071526071,2,DSigDB,unknown,,False,,putative_negative
2-deoxy-d-glucose,0.023826098474122,14.6615944919247,2,DSigDB,unknown,,False,,putative_negative
2-deoxy-d-glucose boss,0.31996191564437,2.02365362179041,2,DSigDB,unknown,,False,,putative_negative
2-ethylhexyl 2-cyano-33-diphenylacrylate,0.243131555176902,5.52341367308276,1,DSigDB,unknown,,False,,putative_negative
2-fluoroadenosine boss,0.316427998210308,1.77515709283193,2,DSigDB,unknown,,False,,putative_negative
2-hydroxychalcone,0.262063651623056,4.75479001926925,1,DSigDB,unknown,,False,,putative_negative
2-hydroxychalcone ttd 00000428,0.0295466799670866,30.6305621988997,1,DSigDB,unknown,,False,,putative_negative
2-ketoglutaric acid boss,0.495420506796577,1.05422630842278,1,DSigDB,unknown,,False,,putative_negative
2-mercaptobenzothiazole,1.96802914639655e-07,165.763601760529,2,DSigDB,unknown,,False,,putative_negative
2-mercaptoethanol ttd 00000601,0.262063651623056,4.75479001926925,1,DSigDB,unknown,,False,,putative_negative
2-methoxy-14-naphthoquinone ttd 00000605,0.412537208297311,1.72827199315345,1,DSigDB,unknown,,True,quinone,excluded
2-methylcholine,0.987739506366846,0.0082883255236213,2,DSigDB,unknown,,False,,putative_negative
2-naphthalenamine,0.0928285890048282,5.12101286996239,2,DSigDB,unknown,,False,,putative_negative
2-naphthoxyacetic acid boss,0.014554726485957,19.5298993322447,1,DSigDB,unknown,,False,,putative_negative
2-nitroanisole-740 mgkg in cmc-rat-kidney-1d-dn,0.769530416964755,0.206435223734133,2,DrugMatrix,unknown,,False,,putative_negative
2-nitroanisole-740 mgkg in cmc-rat-kidney-1d-up,0.619008180111033,0.449547283092695,2,DrugMatrix,unknown,,False,,putative_negative
2-nitroanisole-740 mgkg in cmc-rat-kidney-3d-dn,0.643119655901218,0.403866413852324,2,DrugMatrix,unknown,,False,,putative_negative
2-nitroanisole-740 mgkg in cmc-rat-kidney-3d-up,0.319183215418297,1.40629059010009,2,DrugMatrix,unknown,,False,,putative_negative
2-nitroanisole-740 mgkg in cmc-rat-kidney-5d-dn,0.735390909432749,0.252584391153057,2,DrugMatrix,unknown,,False,,putative_negative
2-nitroanisole-740 mgkg in cmc-rat-kidney-5d-up,0.371844004289024,1.15662542633451,2,DrugMatrix,unknown,,False,,putative_negative
2-nonenal 4-hydroxy- 2e4r-,6.01080015805286e-06,40.0960250527966,2,DSigDB,unknown,,False,,putative_negative
2-phenylphenol,0.280523108822249,4.13680372141097,1,DSigDB,unknown,,False,,putative_negative
2-propenamide 2-cyano-3-34-dihydroxy-5-nitrophenyl-nn-diethyl-,0.243131555176902,5.52341367308276,1,DSigDB,unknown,,False,,putative_negative
2-propenoicacid 3-phenyl-,0.333181951007303,2.86109706193191,1,DSigDB,unknown,,False,,putative_negative
2-tert-butyl-4-methoxyphenol,0.19020173797121,4.32580652354591,2,DSigDB,unknown,,False,,putative_negative
20255-95-2 boss,0.732390200801018,0.238014556949901,2,DSigDB,unknown,,False,,putative_negative
22-bipyridine,0.0405501976116738,22.8062898245773,1,DSigDB,unknown,,False,,putative_negative
22-hydroxycholesterol,1.37846826377029e-05,95.7279596611983,1,DSigDB,unknown,,False,,putative_negative
223445-hexachlorobiphenyl,0.0416069111316128,13.3467252794146,2,DSigDB,unknown,,False,,putative_negative
2234455-heptachlorobiphenyl,0.102158280813316,6.37944958723183,2,DSigDB,unknown,,False,,putative_negative
2244-tetrachlorobiphenyl,0.262063651623056,4.75479001926925,2,DSigDB,unknown,,False,,putative_negative
224455-hexachlorobiphenyl,0.0002465276073516,25.7042778893707,2,DSigDB,unknown,,False,,putative_negative
22455-pentachlorobiphenyl,0.46917820220315,1.2307033700543,1,DSigDB,unknown,,False,,putative_negative
22466-pentachlorobiphenyl,0.397458623075324,1.89583651702788,2,DSigDB,unknown,,False,,putative_negative
