gene,rna_log2fc,prot_log2fc,residual
TFAM,-0.397340083422067,0.2190486569015917,0.32663814740746755
MAP2K2,0.481481071882576,-0.307407548979473,-0.3264509446803329
MRPL41,0.143239131546733,0.29592868891639057,0.32562393916454224
PFKP,1.38342182703102,-0.17660435136962604,-0.32561202970355196
MTM1,-0.347412660645181,-0.4259654546109175,-0.32557020790417884
DNAJB11,0.416642886861134,0.3351271488894554,0.3254265488827038
PFDN5,0.320174096363706,-0.32937306960941726,-0.3251730923532927
HMBS,-0.570446660957307,-0.45765657210183974,-0.3251234563744493
GSTM2,0.208429361435361,-0.3453947789528158,-0.3250930519641445
RNF114,0.0830260882192692,-0.3628651370382876,-0.3244935464246098
FAF2,0.0922938619327921,0.28716392895974074,0.3242000886646718
DIABLO,0.174866416804918,0.2988392273657645,0.32397717446872804
TTC38,-0.75778738758703,-0.4830808662406305,-0.32355306931560185
NASP,0.0644314358819458,0.281941493481753,0.3229924625779274
PPP1R14C,-1.2482572347172,-0.5515451421162787,-0.32134356593073643
HIBADH,-0.330580205759642,0.2230763025325544,0.3210460928978813
MYH11,-1.32308606761362,0.07987100831348926,0.320854972956522
EFTUD2,0.151109284335854,0.29220171022707575,0.32076291840471205
MTERF2,-1.62230606031373,0.03651687459313102,0.3206166553014227
TM9SF2,-0.255267871747696,0.23310521452322064,0.3202229468044514
PSMB6,0.473968272001628,-0.30195976568570515,-0.31992061173846487
CPPED1,-0.761551072444781,-0.4798529526827977,-0.3197828312205947
GSTM1,-0.0253511387867758,-0.3731073773721931,-0.319119274829987
PDIA3,0.0532685383791233,0.27622200173251343,0.3188814777708339
NUDT7,-1.30264792598143,0.07996823219622229,0.3180071825460009
CLIC4,0.854619132556453,-0.24513599244122375,-0.3179463568722998
ISOC1,-0.481829759073796,-0.4376091167392495,-0.31784516796291873
NONO,-0.0541699674186267,0.25945452153443327,0.3175952453747505
COPS8,0.0428948572076408,-0.36155234463082664,-0.3173980830159369
LYRM4,-0.506964080107737,0.1939470310301452,0.31733268553825406
SPCS2,-0.282541851597531,0.22584882620929925,0.3168965762943592
HPRT1,0.193976063098587,-0.3391453312417454,-0.3167609701783877
LDHA,0.396950081245816,-0.3098806535698202,-0.316743637757331
UCP3,-0.640189465645612,0.17403814667514794,0.31662078453400233
TMEM256,0.0848762412141475,0.27793566981119966,0.316040664414698
COPS6,0.627614688519705,-0.27592061415667857,-0.3160209923105536
PFDN6,1.12481857116648,-0.2038569857076311,-0.31560147747064016
PECR,-0.369936358752246,0.21189304885359128,0.3155338261010212
IIGP1,-2.14047184628446,-0.6740071086635631,-0.3152427291174007
HSD17B11,-0.562996464441166,0.18174385211614208,0.31320343896686453
PRORSD1,-0.385693746569038,-0.4187399993602998,-0.31282867652316165
CTPS1,1.74217243599234,-0.11121209509188468,-0.3119135961871071
EML1,-0.606698446937453,-0.44950372962081175,-0.31174694777989514
EPB41,-0.0529762592246249,0.2530483603206939,0.3110170779308667
APRT,1.47912235476892,0.47212290325570727,0.3093253497397745
H2-D1,0.392503724703356,-0.3029876543008907,-0.3092099450336783
ATOX1,0.446386060727802,-0.2947995157567185,-0.30878592969608903
OXSM,-1.21654801288797,0.08300767245855667,0.30864013892778464
GSK3A,0.473744974309117,-0.2901863992175002,-0.3081150694047664
COPS5,0.284233013371601,-0.31698929438065804,-0.30761042145820383
DBI,-0.0491195840260752,-0.3642313234089656,-0.3068183296893777
CTTN,1.13982388393408,-0.19238320808753429,-0.30628987591188
PPP2R1A,0.163995173171743,-0.3325636892486905,-0.3058592607864471
MIEF2,1.59729388162052,-0.12583936702104204,-0.3056647326490848
ARPC5,0.709468236852289,0.3573497236832921,0.30545473748083807
GLRX,0.230488888249946,-0.32237598292230274,-0.30525290215991335
DPP9,0.199546166223477,-0.32614513850173665,-0.30456339607234834
UBXN1,0.331066158914804,-0.30679786415590016,-0.3041673681409409
MRPL45,-0.666720247825032,0.15737918097140202,0.30378474628304125
YBX1,0.613074255071874,-0.26554626361763667,-0.3035514520470933
METAP2,0.182184296464441,-0.32695091171581936,-0.302867427419771
MAP1S,1.32329600694569,-0.16207884747540824,-0.30242275379270256
SCAMP1,-0.377207125984991,-0.4068815486838133,-0.3021930972491357
PRPF8,-0.197884357092806,0.2230146066061689,0.3018637167251165
ALDOA,0.390577575049529,-0.2954504943939895,-0.30139523845137234
CPNE3,-0.486824418590799,0.1807751249170373,0.30125877433603043
OSBP,-0.247695487441149,-0.38678059695802247,-0.30075400008519254
SIRT2,0.0935265443372358,-0.3372218574014987,-0.3003633198779509
EFHD2,3.32710797905363,0.12948229344191553,-0.2995989650795115
PGLS,0.192890079335608,-0.32155517422642177,-0.29901432938084105
DCN,-0.66406548840122,-0.4448736001110234,-0.2988505697963999
NQO2,-0.991346005624167,-0.4911665778852736,-0.29798437730601496
SLC25A42,-1.19448530392303,0.07506559533392476,0.2975189570479866
GLO1,-0.135782032252047,-0.36698865691187166,-0.2970881213547272
CUL5,-0.408673843751389,-0.4062337543100032,-0.2970111365478998
COPS7A,0.133914212544839,-0.3279133252323234,-0.2968744097802492
PLBD1,-0.713565832590075,0.14366140256392157,0.2968171372007215
EEF2,0.632063104391815,-0.25573257691983287,-0.29647394526554943
SLC30A9,-0.464291303830678,0.17901357116117644,0.2962503331559444
DDX19A,0.0890655874705037,-0.333426816123227,-0.29592548132532115
API5,0.0502454225086432,-0.33876839878089804,-0.2956733097788869
CMPK2,-0.216530050116218,0.2131390826942905,0.29467492595413636
CSTB,0.726449190963406,-0.24016047065432033,-0.2945023110507764
CHTOP,0.467775879926911,-0.2772959229420966,-0.2943644822352445
ITPA,0.0652228785354662,-0.3351582810999787,-0.2942213541691271
BOLA2,0.823665985153687,-0.22516024391067901,-0.29351044444022034
DAG1,-0.0164088425447907,-0.3457840599118782,-0.29308448891628197
CNPY2,-0.347568865123332,0.1924657946439865,0.29288354948424844
OXSR1,-0.0359939019224293,-0.34831381847455845,-0.2927921572498519
GRHPR,-0.0221571269511578,-0.344968431211484,-0.2914405667221301
ASPH,-0.629113776347126,0.15030331495877292,0.2912900120575188
MAOB,-0.740366693402499,0.13322916597761747,0.29024674478716694
PPTC7,-0.369819193282025,0.18643583590532486,0.29005973030740195
ZMPSTE24,-0.482326151836445,0.1698457304159433,0.28968120642833
GRB14,-1.28368921855353,0.054354781801597696,0.2896618955019595
DNAJC3,-0.0347311356674382,0.23429731491569328,0.28963701905560646
CNBP,0.444522887246124,-0.27575884008635043,-0.28947678184106246
KLC1,0.522696087974489,0.31422120447949276,0.2892389708122587
TIPRL,-0.195423539184871,-0.3673159350538384,-0.28882141411635287
TMPO,0.263945371004959,0.2764296827211936,0.2887318838904825
COBLL1,0.165575847875521,-0.3150016833005562,-0.2885250206342147
ESD,0.724417596922505,-0.23421359752069648,-0.28826269733455867
PLIN5,0.470020643204754,-0.2703085720545886,-0.2877005883457938
CNDP2,1.24258323800232,-0.15897160548133726,-0.28768528325515363
PABPC1,0.676137075644567,0.33469113090929525,0.28759896621253506
CORO6,-0.219904455254894,-0.36949755325477796,-0.28747547834317666
NUDT13,-0.112765071030158,0.2208872973805338,0.287471226124514
MECP2,0.0991251699773277,-0.3235183255563374,-0.2874665165910594
DDX5,0.210629946442962,0.26694747757065684,0.286932113386484
MFAP5,1.05998271414144,-0.18381212387082435,-0.2862141553901198
PYGB,-0.158276092522804,-0.3588466777272252,-0.28570488226480817
EEF1E1,1.26085900459154,-0.15367858252268007,-0.28502568924488275
MRPL1,-0.879049392664392,0.10734754703042526,0.2843484755448262
ABCB7,-0.989027888349944,0.09148736894769982,0.2843355426555881
UBA3,-0.369045178056341,-0.38761375469664827,-0.2841013912714994
HSPA4L,-0.526308534985014,-0.41023240779271575,-0.28405933272876427
PRDX1,-0.279673079783947,-0.3742507632865255,-0.28361638610723816
FBP2,-0.252676937347762,-0.3701185247031411,-0.28337413061370914
PEPD,-0.0029552667666948,-0.3340461115732296,-0.28328512059507815
SORBS2,0.167357791753169,-0.308885735520704,-0.2826658403376245
SUGT1,-0.0846745280057877,-0.34356024733824597,-0.28102399828064906
PFN2,-0.688004257303951,-0.43043116265765136,-0.2809586985417466
NPEPPS,-0.337234419061679,-0.378603160380635,-0.279674537571658
YKT6,0.134419685702494,-0.31049072381064846,-0.27952464402538485
UCHL3,0.281009449241549,-0.28916982195792684,-0.2793264526732754
P4HB,0.440866713131199,0.2922267557057161,0.27903564683145154
UBAC1,-0.358374635176509,-0.3805751111001854,-0.27860030925296353
HRAS,0.633623383433418,-0.2375564458243904,-0.278522641072752
QDPR,0.068954485785105,-0.31877911772195944,-0.2783798931362999
EIF3K,0.24323794849061,0.2625095530662147,0.27779557029758434
MOB4,-0.288325313124792,0.18585275587723693,0.27773386826933966
RPL27,0.600038774995686,-0.24111002670403892,-0.2772368802127051
AK3,-0.926892358925321,0.09306397105675046,0.2769587856203701
MAN2C1,0.122808192887555,-0.30907538069862106,-0.27643615406265976
LMCD1,3.37820446474732,0.16004241224967508,-0.2764015450636013
LIPT2,-0.163704576968585,0.20240284111715034,0.27632684880664937
HYOU1,0.976766290290423,0.3667235269214153,0.2763124856831906
EXOC2,-0.412481908178331,0.16638018050182168,0.2761515176322905
NPLOC4,0.124785663237461,-0.30821653768699697,-0.2758622527326114
CLINT1,0.459950283662996,-0.25911559345284374,-0.27505653100497346
C1QTNF9,-0.008986099538115,-0.3263679294342374,-0.27473793142835873
OTUB1,0.290709092166039,-0.28284970120944664,-0.27440399261069104
NEK7,-0.0167488531999256,-0.32701794384713345,-0.27426937934433626
DCPS,0.0483937185055984,-0.3173213777733306,-0.2739594692701152
ODR4,-0.710101520222567,0.12122315492240432,0.27387970281208146
TXNL1,0.551809729996347,-0.24470208859632692,-0.2738794244125751
GPD2,-0.580662823437688,0.13965184353675042,0.27365704733694013
GSK3B,0.0929012567744435,-0.30950391552764245,-0.2725552777962109
PMPCB,-0.222201873609284,0.18964412088468308,0.2719972400767784
DNAJA1,1.32771072765101,0.4124323323402148,0.2714522911036177
NUCB1,-0.0639183760925559,0.21181412856057413,0.2713595399403879
EEF1A1,0.587400491689991,0.3052541881634028,0.2709484358902249
SYK,2.3840058597326,0.5636968263950788,0.27051095755155696
CRKL,0.109722095193062,0.23562402727965548,0.27014888253326486
RPS2,0.517516368943441,-0.24503032749307252,-0.2692661945455723
PTPN11,0.470873259389241,-0.25097751345593977,-0.2684923866533727
CDNF,-0.996062237342434,0.07453759004031824,0.26839937147729637
RPL34,0.586902874471253,-0.23393374396094657,-0.2681677925612502
PLIN3,-0.0049830177749668,-0.31861598662301915,-0.26756280882035155
ASB2,-2.01518035362796,-0.07343312866309226,0.2672774941699165
CD93,-0.0937917916600349,-0.33095687344745883,-0.26710688108284647
CALR,0.262390033579656,0.25428629089690347,0.26681260691140585
TRIM72,0.56283248353985,-0.23533369246545277,-0.2660993413152845
CUTC,-0.0467063000475709,-0.32313893963173435,-0.26607368573792317
ATP6V1A,-0.494127468353607,0.1445067190987217,0.2660426944249755
ALDH5A1,-0.773216149894869,0.10425350015932011,0.2660044896985071
PPCS,-0.212661722390486,-0.34693652725846214,-0.2659580869488595
UCHL5,-0.432193260722223,0.15295673689205458,0.26556836234353703
MRPS12,0.498042895171886,0.28698699258384686,0.2655571369402421
RPL38,1.0059776465613,-0.17075013067109168,-0.26537035409873705
HPCAL1,0.58841657989103,0.29979831660318546,0.2653461520813248
LRRC10,0.740170377705617,0.3214840529728207,0.2651650714153221
TAGLN2,0.787167696384899,0.32770725424202496,0.2646162394074346
KPNA4,0.187856461186044,-0.2876988536371705,-0.2644326944423683
EIF2B5,0.187086604015302,0.24104011316783946,0.26441720418865605
PYCARD,0.243162730512036,-0.27962229743846834,-0.2643254417450704
RBPMS,0.593993307310372,-0.22895666880845056,-0.2642124064855964
PSMB2,-0.170689091584437,-0.33910416241561947,-0.2641737278334362
DCTN4,-0.277596217231584,0.17380691263500303,0.2641420263092269
THY1,0.120160707169954,0.23091462002736662,0.2639353335626672
PSAP,0.0986822455164399,0.22778474667544302,0.26390037841343794
RMDN3,-0.103872965112545,-0.3289391679055296,-0.2636365385818086
BZW2,-0.378250537218139,-0.36766468827964616,-0.2628258875103439
RTN3,-0.593294737104091,-0.3982761534811736,-0.2624507662725219
DGUOK,-0.956702354858039,0.07395078743943273,0.26214104459678755
NDUFAF7,-0.291328849891673,0.16972467771339694,0.26203858183715334
MRPS15,-0.059896128913785,0.20297974330172508,0.2619455728562605
CLIC5,1.41642780822356,-0.10807231314025145,-0.26183595647942093
EIF5B,-0.0310989826886203,-0.3163090356721554,-0.2614927031102656
CES1D,-0.770880500867916,0.10005854002735148,0.2614729764741786
PLAA,-0.0803996354998769,-0.3233600557997285,-0.26143979325199135
CAND2,-0.480806709708246,-0.380693734423744,-0.26107720095837783
MTIF2,-1.00647452963075,0.06570160807524061,0.2610637387204038
GALK2,-0.236463840604816,-0.3453564321732525,-0.2609482486114296
ERC1,-0.483890087269396,0.1407624101719236,0.26082323995113776
PRKACA,-0.153299406507461,-0.3329291367671061,-0.26050445207297634
RPL19,0.490227482082459,-0.23950395944402914,-0.2598076606813156
NDRG1,0.84730002439317,0.33131201559346657,0.25955629098936933
SMYD2,0.0719776399824342,-0.2994623533480496,-0.25949874724875105
ICAM2,-0.236495812982251,0.1747516421587818,0.2591644327494741
AK1,-0.458993552043658,-0.3753949052265604,-0.2589215176625828
BGN,-0.476998408853017,-0.3778186140917086,-0.2587508340626136
CMBL,-0.600604509801004,-0.39560009075785274,-0.25872140890723894
PCYT2,-0.180055186910658,-0.3347702529960337,-0.25849021994721394
LACTB,-0.505888488980075,0.13516936090275777,0.25840002914539945
FKBP4,-0.0245847947357844,-0.3122289965335092,-0.25835131959771757
MRI1,0.541363273383729,-0.23019301087416721,-0.2578650746068927
TWF1,0.360677684706493,0.25945431127476937,0.25781796305941773
TRIP10,0.847949529833641,-0.18562882699831107,-0.257478141462003
VCL,1.3334082144861,-0.1153068755566764,-0.2571078906600237
TOM1L2,0.401910057258809,-0.24946975143133443,-0.25704743857547097
ALDH7A1,-0.0123709473257598,-0.3087117730068556,-0.2565940386257967
MFF,-0.563296147180664,-0.3879071858298282,-0.25640441648398726
ECSIT,-0.132085258123748,0.18623046439894075,0.2555983168558945
ACOX3,-0.36601292281433,0.1522538742462256,0.25532930777876367
AKR1B8,1.44945588966441,-0.09648038753593369,-0.2550031803942976
UBQLN2,-0.482827129111717,-0.3747785468175575,-0.25487088296819316
LYRM7,-1.27246098867475,0.021017597033591073,0.2547067897861467
PSMA1,-0.121612776747577,-0.3224500100977643,-0.25459117973752043
ACTA1,0.427976225755921,0.2656348486033764,0.2543011820665998
ACAD11,-0.600351989043241,0.11689770534735544,0.2537400004630919
SRSF2,0.585539706223187,0.2876954593403216,0.2536578351531037
APMAP,-0.0332992280292235,0.19764645938013814,0.25277983417088384
DARS2,-0.677821243686355,0.10427609818696837,0.2522812507834643
GYG1,-0.223550130521497,-0.33432140992420045,-0.251774014953568
ABCB1A,-0.476243438644826,0.13276471066443918,0.25172370399002086
IPO7,0.381871787500585,-0.24694528133782967,-0.2516355733404673
PGAM1,0.579954922353489,-0.21829683491580454,-0.25152972506129867
WBP2,0.135525222291598,-0.28210751916661536,-0.2513007406091845
EEF1A2,0.0352108416366961,-0.2960925772353704,-0.2508310948127739
HNRNPF,1.11017114390892,0.3601649399775262,0.25053105510868673
NAA10,0.720429842139766,-0.19695959765208215,-0.250434085789183
NUDT9,0.44348188376913,-0.23676686576876627,-0.25033480513215295
JUP,0.250804964950767,-0.2643935046849357,-0.250197849387322
DSG2,-0.166810633386801,-0.32425067303437416,-0.249879101143006
UROS,-0.640276482983026,-0.3923537124689549,-0.2497585359308479
ACTR10,-0.165331619515803,0.1755461571043142,0.24970461191936513
UBA1,0.341700251411318,-0.25053658466943673,-0.24943839794959927
TANGO2,-0.21095776933327,-0.32981857353005495,-0.2490856626917146
DHRS1,-0.174574741483919,0.1735846052506247,0.2490749388049598
SCAMP2,0.194034214281953,0.22657082442098186,0.2489468062456952
MRPL39,-0.587881487844666,0.11325566843025214,0.24830103871129605
TOLLIP,0.0917822154482366,-0.28523917649744135,-0.24812929158611796
EFR3A,-0.478457039290461,-0.3672327001800326,-0.24795474020580593
GPD1L,-0.858484489856267,-0.4211185312861119,-0.2470808825942718
LBR,0.275571677712306,0.23619694487922516,0.24682386460428696
OXLD1,-0.474362491998518,0.12802805898283154,0.2467160191167506
SERBP1,0.634018240163779,-0.205170454860923,-0.24619354660876228
EMC8,0.209419812750038,0.22597032324424937,0.24612933210663554
UNC45B,0.0233075422399812,-0.29293327904219524,-0.24595660218112803
TIMM22,-0.173322616558849,0.17063758536970042,0.24594749519140696
XPNPEP1,0.167089290006989,-0.2721132889301785,-0.24585470424711928
SRSF3,0.440123922259384,0.2584792694258784,0.24539519228540652
SLTM,-0.10115876023521,0.18044280971837523,0.245354338309827
MAVS,-0.741361757107578,-0.40239432065895997,-0.2452333591051819
OXCT1,-0.477365532020219,0.12600141267895282,0.24512209296650825
SGCG,-0.0259232777408847,-0.29903416954331874,-0.24496362519070236
EIF4E,-0.0799645262418294,-0.30627982406280907,-0.24442225816367813
SORBS3,0.527260288047055,-0.2185595608969031,-0.24419946856859792
GYS1,-0.50726926457595,-0.3675460921836837,-0.244116462414167
NEXN,-0.376898234939938,-0.34813957988057,-0.24349563780291267
SNAP23,-0.136196794934753,-0.313271447108022,-0.24331114672240828
GMPPB,0.624716167038807,-0.20336804363936878,-0.24305076213787158
TFRC,-1.19270702507882,0.02055320516103265,0.24275032750128855
TMX1,-0.959686622354512,0.05403883393733011,0.24265910623941628
RRAGC,-0.0652373818731473,0.18278697095664143,0.24252244320141214
TIMM17B,0.0102023526703715,0.1935310027806203,0.24239605928465457
MMAB,-0.560004358267614,0.11120183462431399,0.24223027682369658
TPMT,-0.799133870287181,-0.40765858297876356,-0.24217300453332763
EPHX1,-1.13171152830865,0.02871693622218885,0.24212497132325245
SYNC,0.476916457969964,-0.22337682270224768,-0.24176248476676485
HSP90AB1,0.35349841556323,-0.2410092240318562,-0.24161108238885756
UBE2M,0.276551684896383,-0.25175061218929073,-0.2412649056535951
NRAP,1.51721350882464,-0.07295993140916224,-0.2412461930062621
PRDX4,-0.162521485984916,0.16679793183779168,0.24055146317382237
BUB3,0.187578593875485,0.217109699008315,0.24041589722505724
YWHAE,-0.233216584221653,-0.32419333609856693,-0.24025306281128747
PNPT1,-0.405678388400783,0.1311848269126763,0.2399758174270047
FGF1,0.515172788894551,-0.21581958723275463,-0.239717758379943
UBE2N,-0.24839065807468,-0.32566560799588373,-0.23953884118153745
HSCB,-0.442447952135954,0.12471861931629746,0.23880788463004524
TXNDC12,-0.258327468630542,0.15108286533320125,0.238641467274391
RABGGTA,-0.183950578794819,-0.31524299532421374,-0.23840165954136205
SMIM12,0.301856661900938,-0.24479904377212236,-0.23795963347558707
MAOA,-0.168670429289872,-0.31224709263490347,-0.2376075352478064
CCDC127,-0.50847585714936,0.11394275176794544,0.2375462443298224
RILP,-0.471739677308819,-0.3557163586207448,-0.23740633043820997
UBE2V2,-0.0912610009547983,-0.3002975634530536,-0.2368122429325984
ATL3,0.0604947501117279,0.1951526626972111,0.2367708847300753
CAMK1,-0.0176153189197216,-0.2895734851914007,-0.2367000681469519
RPS21,0.0698992503119773,0.1963095192260056,0.23657260887897552
SH3GLB2,-0.432950674621165,-0.34927633364796407,-0.23655556937170802
PDXK,0.159628873927622,-0.2637741906203015,-0.23644060448247428
GMFB,0.498424795812211,-0.2149447156840214,-0.23642960093181425
PCBD2,0.578109733496367,0.2683255438748109,0.23535853443685717
RTN4IP1,-0.786934774166746,0.07160735868041002,0.2353351201439498
AGFG1,0.047622392698015,-0.2787933790003141,-0.23532032704927608
APPL1,0.0609306312608184,-0.27636698062910803,-0.2348115664697449
VPS45,-0.228468795433696,0.15150494846241713,0.23476109370647652
EIF5A,0.907564386964869,-0.15394808969157125,-0.23438754945816348
GATB,-0.302808147947162,-0.32809149303897023,-0.2341234905407954
RAN,0.731779930615094,-0.1789056000287239,-0.2340155682104925
PRKG1,0.337610106310559,-0.23548092371460605,-0.23379337148395096
MRPL15,0.146626468400119,0.20441060807628375,0.2336177632897295
RNF213,-0.24280111561596,0.14816155279659782,0.23348289988492776
ART1,0.193641053633195,-0.2547806266319146,-0.23234799270296522
CYGB,-0.747779838720876,0.07375829125306765,0.23184406008270214
PSMA7,0.316286307175794,-0.23649084270555676,-0.2317306582185788
ETF1,0.559610975329398,-0.2014139084665416,-0.23171535719992664
RPL7A,0.728380830587674,-0.17694632187792436,-0.23156650002177748
PIN1,0.675102592082767,-0.1846126278320135,-0.23155572961833576
PTCD3,-0.501602613591637,0.10886388769591093,0.2314769868608349
GUF1,-0.483926585594537,0.11129014565262096,0.2313562346227711
NQO1,-0.558240501713746,-0.36173528088724183,-0.23096099989565758
MAP2K1,0.465250424017535,-0.21406389998347564,-0.23076855614472713
BAG3,0.883404751307322,-0.15377528971720267,-0.2307334901006411
MAPK14,-0.21278307109279,-0.311582441267376,-0.23058651533363078
MRPS9,-0.34451306411837,0.12993294290142998,0.22991037504509315
ARHGDIA,1.06307947279913,-0.12629922633665913,-0.2291474823059942
CROT,-0.880797820822216,0.05124581758832214,0.2284986841706837
MRPL49,-0.392594289175719,0.121230043340109,0.22813569320431293
SUOX,-0.577301908506978,0.0944958878908011,0.2280168038977326
SEC13,0.23487251308095,0.21101919860789664,0.22751062518098158
PHYHD1,0.215251647504513,-0.24676153221782116,-0.22744285595596725
CORO7,-0.307312689211204,0.13281615788496026,0.22743323790915942
TNRC18,0.661108975235662,-0.1823687103714633,-0.22729541544370574
EIF3L,0.367295352278037,-0.22463356486971087,-0.22722347950694827
NMT1,0.167466196470721,-0.2532874611413387,-0.2270831864314114
RPL36,0.859953486850818,-0.15349694810351622,-0.22707596116835274
ALDH1B1,0.0626600107854863,0.18529467357629414,0.22660089446210707
RAD23B,0.444457328854793,-0.21242106295746765,-0.2261295581390525
COMT,0.726560165242598,-0.17176148924523105,-0.22611932037334392
RTCA,0.168607711365444,0.19974710416194696,0.22578689338481672
NAP1L1,0.106033935483853,0.19041971115610679,0.22547600822350206
DCUN1D2,-0.934105482383447,-0.4103992561395433,-0.22546507351274664
TMEM65,-0.603007788145668,0.08818044609279241,0.22540542601703123
PI4KA,-0.165449235908108,-0.29925422160894577,-0.22507881897335946
MRPS34,0.994711914062422,-0.1320267542490896,-0.22502365282508024
TBCB,0.343946776827153,-0.22556351036458544,-0.22478903455637864
PTS,-0.616954455406178,-0.3634990417227435,-0.2242644302397933
OPLAH,0.115753726846924,-0.2577922886911992,-0.2241365555795115
LUC7L2,-0.323599089520542,0.12699097202525778,0.22395482518371862
CUTA,-0.103432000830977,-0.2888911385355364,-0.22365204953438494
UBE2I,0.248816946104881,0.20913686406231058,0.22361898101684774
TUBA8,-0.082308726137582,-0.28564897950895585,-0.22345362838827804
STX8,-0.313704359360992,0.1278616440938798,0.22339972565959113
FAH,-0.558488588147613,-0.3540909354417252,-0.22328090667488576
TUBB4B,0.875128432089425,-0.14729317579281442,-0.22305880794618194
PSMA5,0.193924731815019,-0.24538890304177485,-0.22299714544665225
SACM1L,-0.218740711371155,0.14092112513210964,0.22277551149193475
CPOX,-0.355268013479814,0.12116646258267139,0.22269361877476718
ABRACL,0.196646650576774,-0.24452688265137112,-0.22252733731324842
TOMM22,-0.319183800818267,0.12614474412670518,0.2224723805208902
CMPK1,0.396614098830331,-0.21563261804955047,-0.22244718917516493
ABHD14B,-0.740040936953833,-0.3793513423265633,-0.22238070307809066
TUBA1B,0.656392413637503,-0.17785593970922164,-0.22210301639002
PRPF19,-0.535917371023832,0.09431736150705738,0.2218750125263533
RAP1B,0.775603910430837,0.282288514632544,0.22086377237457616
LGALS1,0.686034243759736,-0.1719992119958782,-0.2205174995802499
CORO1C,0.430631217923423,0.2321788358676926,0.22046260079692287
CNN3,0.656612624355947,0.2639810951350743,0.21970228740333125
CAPN2,0.745258866821847,-0.16247469092868272,-0.21952689341438758
TMX3,-0.59503701733549,0.08311042380200462,0.21918686319909222
IRGM1,-0.980838987945274,0.02725769744176887,0.21892589944910856
CYP4B1,0.899411426660485,0.2980804163845363,0.2188157495644284
DDO,-0.77179586550227,0.056660450601699,0.21820678563207768
CCT6A,0.344854326799926,0.2174372577512642,0.21808096102203792
NUDT21,-0.149305740148748,0.1462030306176363,0.21805225181217014
RPL24,0.469694559447755,-0.2003407354171003,-0.21768576498405035
AKAP12,1.85075139239289,0.43400643838186426,0.21765935735570507
RPL10A,0.916750244762613,-0.13586536281688666,-0.21762844989740004
HSPA8,0.885731203391876,-0.14004096543954958,-0.21733439369080904
HSPA4,0.188277431555607,-0.2404414527642622,-0.21723595288857572
AP3D1,-0.0604871746080647,0.15817900750705327,0.21723000322047661
EPDR1,-0.153701089067959,0.1444024765453502,0.21688504130036357
LMAN2,-0.377141433825989,0.11171519038804334,0.21639417597447033
TAGLN,-0.103556851358921,0.15073060984963504,0.21598768906711496
TMOD3,0.0566230754278348,0.17371329624259602,0.21588940350240945
RER1,0.112314262013906,0.181689018485228,0.21584035796253698
COL15A1,-0.909918411065087,-0.397281077890014,-0.21583210796143731
ARF6,1.98459988056362,0.020021125905541837,-0.21561272384387603
SRSF5,0.567093480394407,-0.18401136196208512,-0.21539099504130577
SF3B3,0.383978629434933,0.22023079231947662,0.21523691696166203
COPS4,-0.196439591356955,-0.29314436778586384,-0.21450343979125297
MLIP,-0.598922645671907,-0.35088770274015957,-0.2142513674780292
SLK,0.0989723138819959,-0.24995191239024095,-0.21387807777343038
MRC1,0.620898920175045,-0.17469554251017172,-0.21382821850593775
CFL1,0.888434111246546,0.2914997775870347,0.21381687643708397
SVIL,0.251734292399612,-0.22786806050909547,-0.21380631575331158
SORBS1,0.331427839459268,-0.21631202596318388,-0.21373364595721447
EIF4A3,0.443027793749346,0.226999229465914,0.21349672176567724
HUWE1,0.0318621770320009,-0.25920735191500377,-0.2134633468980531
SRSF6,0.15130198433181,0.1847967587379742,0.2133301999956716
H3F3A,0.537728782613424,-0.18607317048157768,-0.21322152577447173
PLXNB2,-0.155335924291955,0.14038805004457444,0.21310618480337915
ARPC5L,-0.187018433003547,-0.2903005407808976,-0.2130171455066833
RMDN1,-0.819364458725524,0.04455808230423841,0.21295876786577458
CRK,0.657625550120451,-0.16820118763690317,-0.21262595192908862
MRPS25,0.200524353182879,0.19106075358032548,0.21250154510386546
TOR1AIP1,-0.496009968401131,-0.3341911687655852,-0.21238393641181974
GNB2,0.698722204789373,-0.1616887408273513,-0.21203528791089782
HMGB1,0.112776236823392,0.177865034823256,0.21194980648625272
SNRPD3,0.503488444343198,0.23401953533459263,0.21180500853874998
MARCKS,-0.264567588185101,0.1232126072687656,0.21167037321471235
HSP90B1,0.269070770420713,0.19976873007665574,0.2113323917637513
FARSB,-0.122733496823721,-0.27927448615869466,-0.21125416672070693
RPS13,0.73147334298716,-0.155804573642925,-0.21087036437633994
HSD11B1,-0.217025948337664,0.12901229053284702,0.2106195897683114
GPCPD1,-1.52254795706472,-0.4800287189124486,-0.21030348581339442
GBP2,0.212050815341654,0.19034652034236288,0.2101264174255404
TMEM160,1.02071016463316,-0.11338260733021599,-0.21012569873079473
PPP2R5E,-0.472372943745493,-0.32851563357687574,-0.21011435547832574
SLC25A35,-1.11751298187361,-0.0012559117407739961,0.2101061975150177
SGTA,0.117302019520657,-0.24352903905530177,-0.21009640568214913
CSDE1,-0.396120132711855,0.10247171283263157,0.20988541571831687
SNTA1,0.686176056142003,-0.1613295290299881,-0.20986825093271677
DSP,-0.329361004024205,-0.3076583399499633,-0.20986422928202958
SLC29A1,-0.750940447691905,-0.3680209699391046,-0.20947977621015304
