gene,log2FC_GSE57338,p_GSE57338,log2FC_GSE193997,padj_GSE193997,same_direction
SH2B2,-0.14575080822121134,4.84329771219744e-10,2.04318463014102,0.000413631399464052,False
CLINT1,-0.007699692513750023,0.6040143462292512,0.459950283662996,0.000200731417950612,False
RNF40,-0.0926017769048686,9.021506485456242e-06,0.344692894446131,0.01452279767318,False
TIMP2,0.39100667436669134,1.3193197714261178e-26,-0.943065708187654,2.43419511098552e-08,False
GLT8D1,0.054598489223455005,0.007422040664371479,-1.06600263958215,6.38766746256502e-10,False
PTPRS,0.09212081146311046,0.10357737561834574,-0.683145508736639,1.78188513765324e-07,False
HLCS,-0.03583541516679123,0.14853176594741482,-0.907186277485184,0.000817977857237822,True
CSTB,-0.004838814211117537,0.8234159227746242,0.726449190963406,0.00142946294626042,False
TMEM258,-0.12229418797789826,4.377273766894995e-06,0.939850152046761,1.08069816562637e-07,False
CFAP69,0.19618553220393053,4.455841562475253e-10,1.57420955751401,0.000631249727533088,True
GGH,-0.1599099205368062,1.927828954075089e-05,-0.824748138034786,0.00083374803018693,True
CAPRIN1,0.11304937101536972,2.637084733898431e-19,-0.291133023675765,0.0176498273266441,False
RABAC1,-0.20901999096323465,4.910616539764123e-12,0.647660049916709,1.64689933780053e-08,False
UBE2B,0.025967772392863964,0.2889320911385389,-0.556977587975471,5.80693471855487e-08,False
PPP1R9B,-0.15291184385493573,6.779541197139145e-09,0.953490801918356,2.47195424633737e-13,False
AGAP3,-0.02880866638845969,0.15068756060938676,0.545400855453321,1.60377093083738e-05,False
GATM,0.7416164265444092,1.6119840193907336e-21,-0.959199383844008,0.00513042689628806,False
SRP68,-0.05395861861465612,0.01236680390482347,0.472377262759121,0.000128469663716632,False
ERMP1,0.24901045353323426,6.987121030506422e-12,-0.441959238744963,0.0345424473101908,False
IGFALS,-0.022507634648096797,0.3074215628207859,-2.29814475224856,5.61871038848904e-08,True
ULK3,-0.13992690913222905,1.0682509140341696e-12,0.703351351024815,0.000676889531524997,False
COQ3,0.11985731360535024,0.009859660752093623,-0.475606832775829,0.00531625984197561,False
JAG1,0.04296837232814177,0.20048178152344287,0.758066653904393,4.90575365766253e-06,True
NDEL1,-0.07442519741508757,0.005246204687370437,0.651630100606497,0.000236953656439331,False
NAV1,0.3908760093151802,3.1063956199280104e-13,-0.484594301877022,0.000139778789484259,False
OLFML1,0.8830018545923481,2.611306779176532e-32,-2.39202138314239,5.05351925476549e-05,False
GADD45GIP1,-0.04090346725955474,0.04841604997610619,0.838718615706267,2.14592879396171e-06,False
ANKMY2,0.49961005431463956,4.731405631919159e-27,-1.41874767190216,6.51096057223149e-11,False
AMPD2,-0.19607911527870492,7.762629718683136e-08,0.818616981674491,2.02180716715439e-05,False
BCL3,-0.5808866564079009,4.182917027253097e-21,3.09377850109763,6.42349781844404e-07,False
RPAP2,0.06316563543752096,0.0012257400302205408,-0.731852865708695,0.0041483435738085,False
OSBPL1A,-0.03799930168988919,0.06232057154957295,-0.738838861388786,8.42500999579487e-09,True
TFG,-0.03207782446074248,0.18478644620498336,-0.322476226164604,0.0206910443696715,True
ITGA2B,0.01321567912944488,0.5250915609632413,0.961336954532154,0.0495192314494827,True
DHX30,-0.08523597620874845,1.4799768873596216e-07,0.40541398645206,0.00466035571871,False
FES,-0.22752552725137143,1.2900947222264402e-16,1.20804033221508,3.88330465479212e-10,False
RRM2B,0.025682634064057908,0.39245558629286875,-0.856713219909148,1.18249064921165e-09,False
DYNLT3,-0.10288723942713585,0.012287625280500905,-0.561151587123249,2.95164109829291e-05,True
RTCB,-0.11984020867505762,6.073320862911306e-07,0.452845739776065,0.000662829702733978,False
ESRRG,-0.15740752080911413,0.00033498723610961127,-0.831646938553083,2.74591737067595e-07,True
PRELID1,-0.2667033385778499,4.0877667822051934e-11,0.926575594858469,1.30367392870747e-08,False
PLA1A,-0.1832239779299183,0.00032349795531772365,0.740446861491681,1.39974541579508e-05,False
C2CD2L,-0.2152667503210779,3.0893147389284664e-24,0.491126503627444,0.00411079613829987,False
UBA52,-0.06168269117626224,0.0004830080826762669,1.6941818939947,6.30424602790112e-07,False
MMP12,0.06444170730068155,0.23565407724389728,1.42752165413359,0.0251426710273215,True
CFAP20,0.31360785181887607,7.145856410058881e-23,-0.972150412442151,1.69525220777451e-06,False
SPECC1L,0.05206278937429332,0.0043479637799346766,0.306017154047147,0.0490189594006942,True
MTR,0.16391231428103303,6.232113421785854e-10,-0.743433134118204,4.29603321789849e-08,False
DSP,-0.013348243893277711,0.7829336574279867,-0.329361004024205,0.00407868665593771,True
RAPGEF1,-0.18178024500826684,3.1032019609053625e-12,0.714119412003257,1.36637455332917e-07,False
MRPS28,0.04654936139867871,0.1694863383852984,0.550715998901352,0.000413631399464052,True
DRAM2,-0.03758992363081681,0.22235530187628125,-0.726582220102038,2.3560336515982e-07,True
KDM5C,-0.17505520834546306,4.669968718660891e-08,1.44996614380427,3.4885790564892e-23,False
IRF1,0.12883753264315345,0.02090614189343157,0.524092745010111,0.00860609251499315,True
NUAK2,-0.0044566642385346356,0.8672569358692568,1.19404958169466,4.66327224513069e-05,False
PPIP5K2,-0.2418379663564707,4.5808669137329095e-10,-1.31958121352265,6.38944145475259e-14,True
MED24,-0.04598792767937887,0.007210691780262281,-0.387608911238959,0.00484484578920639,True
CAAP1,-0.004539595047565292,0.8494528369197408,-0.87746834367383,0.0138692348971094,True
ZBTB17,-0.08290221317584745,1.160031639765655e-05,0.440057262353837,0.0150199525037019,False
FMNL1,-0.11086028119022107,0.001006692102999967,0.729484557537016,1.43589066733757e-05,False
NDUFB6,-0.03978328277288945,0.2734115159007332,1.02294916142508,3.17029310856007e-17,False
TFDP2,0.21559382142044647,6.231065957270121e-08,-0.552877604162498,0.00133153629930251,False
FAU,-0.11390178679636165,0.0010029325851089572,0.544295275966137,6.20403750700237e-06,False
