gene,rna_log2fc,prot_log2fc,residual,studentized_residual,mean_sham,mean_ir
COX15,-0.488226668972182,0.00850914670911962,0.12919485204347986,0.3417033421886184,16.14500841547193,16.15351756218105
SNRNP70,0.689680810658246,0.17793260675065703,0.1288888706284151,0.34089406170629666,15.834829774077436,16.012762380828093
SET,0.583369157038007,0.16250961841552325,0.12878475741830586,0.3406186959986264,16.182052996368913,16.344562614784437
CLYBL,-0.0328337420238235,0.07358210507851481,0.12864840611256173,0.3402580647803726,19.44994716973051,19.523529274809025
MLF2,0.551465891230694,0.1577594290583626,0.12863163835720587,0.34021371627920965,14.338207107813536,14.495966536871899
DLST,-0.104683857066868,0.06311606126594427,0.12853553528321632,0.33995953632499776,22.451824350901806,22.51494041216775
LAMTOR5,0.170337273587268,0.10273486980555546,0.12852543942930464,0.3399328341230965,16.48618685372285,16.588921723528404
HIGD1A,0.381627794378291,0.13298582226515165,0.1283306882159886,0.3394177428525636,19.884258056147033,20.017243878412184
ETFDH,-0.252993057142062,0.04142961411475099,0.12821955918084946,0.3391238212131127,21.53772924159527,21.57915885571002
PDHA1,0.064325843930445,0.08670427161160532,0.12777045587812244,0.3379360022164384,22.885353209193088,22.972057480804693
CPT1B,1.03169652531521,-0.028961270128018413,-0.127287430567933,-0.33665846398451355,21.333212948363094,21.304251678235076
MMAA,-0.215444743169032,0.045837584729028436,0.12721704173176976,0.33647229479751173,17.371611131117387,17.417448715846415
SOD2,-0.141469898665625,0.0564913047168929,0.12721142789543466,0.33645744694089935,22.807201983618132,22.863693288335025
COASY,-0.303834668500906,0.03305505690187971,0.1271709748885319,0.33635045407360153,15.48333247011039,15.51638752701227
OBSL1,-0.0643982796921099,-0.1865833538563706,-0.1269687912305431,-0.33581570496728697,17.74237038080992,17.55578702695355
ATPAF2,-0.12078103983411,0.059145668362795334,0.12688465039521818,0.33559316355646207,16.793465439049935,16.85261110741273
PDLIM5,0.299910765225432,-0.13389139341402156,-0.12677159101405083,-0.3352941364063891,21.062642737282566,20.928751343868544
CSE1L,-0.521022494929303,-0.25212459121880926,-0.1267132029950284,-0.33513970779775515,18.843020682844593,18.590896091625783
RPL14,0.47436612447179,-0.10818633926767873,-0.1262045134881515,-0.3337942911508317,18.828567657222905,18.720381317955226
GSPT1,0.32327850022817,-0.1299476296940636,-0.12619497851667022,-0.3337690724089755,15.949123052630332,15.819175422936269
HCCS,-0.456716115189037,0.00997695622531225,0.1261221787237205,0.33357652655929115,17.53767731120739,17.5476542674327
NDUFS1,-0.197563748718037,0.04724883062901597,0.12605174299362648,0.33339023334402806,22.737505333419822,22.784754164048838
SRL,-0.112617229254075,0.05934393041290065,0.12590655603884104,0.3330062329995277,21.86599585255615,21.92533978296905
DLAT,-0.231046240789541,0.042247193237916036,0.12587473298298474,0.3329220652144127,22.49785893335134,22.540106126589254
TOP2B,-0.0837005943103606,0.06269667018371194,0.12509258120542804,0.3308533769326231,16.024536730106558,16.08723340029027
EIF3A,0.515563391957976,-0.10075748162651976,-0.12471193634515396,-0.3298466214862157,16.75702978927757,16.65627230765105
LRRC59,0.779269826995083,0.1863747119658452,0.1244217329985976,0.3290790719138902,15.175648236609605,15.36202294857545
SPRYD4,-0.331366514878344,0.02615230045817185,0.12423539327707633,0.32858622792963543,16.293550530953464,16.319702831411636
EIF5,0.960918904076538,-0.03594306809517178,-0.12407059551151832,-0.3281503595774085,15.411872602388277,15.375929534293105
SURF4,0.245630334491029,0.1090578957722137,0.12399918445178984,0.32796148674391323,16.64646097161388,16.755518867386094
PPP1CA,0.447491918377624,-0.10970199045520346,-0.123847751885341,-0.3275609675803915,17.16369052910316,17.053988538647957
RPS25,0.3287580006477,0.12058617337289945,0.12354926122570993,0.3267714991581227,17.977619006023193,18.098205179396093
CDC37,0.514394706524273,-0.09954817746088906,-0.1233342315798742,-0.326202774108405,17.19394378847809,17.0943956110172
TCAP,0.425128787205742,0.134184392623812,0.12326102499680673,0.3260091523525168,18.84281314844405,18.976997541067863
OGN,-2.1978722694146,-0.24396649325838737,0.12306894486048053,0.3255011257282933,15.9744332939445,15.730466800686113
LMNA,1.29784864578175,0.013640904516748265,-0.12303618885335676,-0.325414490410137,19.06239492178737,19.076035826304118
PSMC6,-0.225668465930478,0.03999560487034515,0.12284823933728921,0.3249173887316475,17.42398903949454,17.463984644364885
FAM185A,0.0578668065119125,0.08082109182945096,0.12281798485905258,0.3248373696274331,14.065475427595933,14.146296519425384
EIF3D,0.813086892120847,-0.055718510394589416,-0.12254432672364605,-0.3241135799562003,15.942179804244823,15.886461293850234
GSTT1,-0.453558309139894,-0.23817950833840662,-0.1224893068549914,-0.32396805966101283,15.003904629293764,14.765725120955357
MSI2,-0.532582325618787,-0.004665149236586785,0.12241194163378447,0.3237634388557916,17.2310418407037,17.226376691467113
CD151,0.451901941659736,-0.10762470288361925,-0.122405922362396,-0.323747518676942,15.92708937102284,15.81946466813922
SMYD1,0.0618457335890408,-0.16374535541308788,-0.12232180204052742,-0.32352503152150336,19.796098558857867,19.63235320344478
FN3KRP,-0.363115680975733,-0.2243345381535793,-0.12167657988759109,-0.32181850403511186,13.586479349168489,13.36214481101491
RPLP2,0.605188386346094,-0.08461067451483117,-0.12147955630104727,-0.32129740263712925,18.70108997677468,18.616479302259847
RPL4,0.419721485817731,-0.11127596426316444,-0.1214201720153529,-0.3211403390345608,18.905909588029804,18.79463362376664
KRAS,0.123714918622786,0.08886930587599906,0.1213778787422404,0.32102847890587877,15.75899929060438,15.84786859648038
SLC25A13,-0.33307890608238,0.02281343048109008,0.12114326865787904,0.32040796617902145,20.27115827905723,20.29397170953832
MRPS30,-0.541047600996167,-0.007256061947760628,0.1210408246081171,0.3201370151802989,16.018726300203912,16.011470238256152
VPS37B,1.73222428235259,0.3202064642060094,0.12093843270835591,0.3198662021114495,15.130923363864232,15.451129828070242
GDI2,-0.169346371476306,-0.1956055276682207,-0.120868571044134,-0.31968142722469584,19.11057612035805,18.91497059268983
LUM,-1.71898317748737,-0.17733146118484555,0.12069891541767097,0.31923271047115204,17.81221132301033,17.634879861825485
RALA,-0.10798562822113,-0.18651871799626818,-0.12062347845112441,-0.3190331896451608,18.119877931001895,17.933359213005627
PEX19,-0.303613165517727,-0.21462882493658952,-0.12054482420852178,-0.31882515954837654,17.170769251652228,16.95614042671564
CBR2,-0.275971221558528,0.030397130146347706,0.1204980916373766,0.3187015580619644,16.718507576072472,16.74890470621882
NNT,-0.155879240570244,0.047697746300181976,0.12049416969374194,0.31869118503837524,15.79866266863336,15.846360414933542
SMPX,0.165020476343649,-0.14702018698880437,-0.1204634985975773,-0.31861006403469533,14.733146705959484,14.58612651897068
RCC1,1.28298456044938,0.014276815981915547,-0.12025845135783092,-0.31806774113235314,15.82872973140124,15.843006547383155
VDAC3,-0.388355774256195,0.013590416753377355,0.11988532190092324,0.3170808629365295,21.581782932513406,21.595373349266783
CKB,-0.519400429775312,-0.24473677249611114,-0.11955911418520893,-0.3162180865569429,19.266817990218822,19.02208121772271
UQCRC2,-0.1959306720992,0.040987442233042515,0.11955503799837476,0.3162073055804366,23.554312199546487,23.59529964177953
TMED4,-0.456143692287049,0.003308706420202867,0.11937144619300531,0.31572172947193905,16.22370856405166,16.227017270471862
YME1L1,-0.455790834138011,-0.2353060457965377,-0.11929415077817081,-0.3155172932953651,15.897548201642197,15.662242155845659
WDR26,0.250578046094414,-0.13322718192729965,-0.1189988289760834,-0.31473620608331065,13.389806688533836,13.256579506606537
VPS29,-0.229886501917005,-0.20239010418399772,-0.11892967589248121,-0.31455330529883074,17.291003612649828,17.08861350846583
CDIPT,0.152895716255262,0.09044789655354535,0.11875169054787371,0.3140825575395276,16.522896410062963,16.613344306616508
CTNND1,0.295330292012802,-0.12636159834871918,-0.1185817770818757,-0.3136331588344241,16.23612070221908,16.10975910387036
ACTC1,-0.116533039678492,0.051351456685040375,0.11847832723486457,0.3133595476346473,25.201150579778783,25.252502036463824
MRPL21,0.129966575371936,0.0868397689014273,0.11844751532199181,0.31327805418934884,16.866526184397397,16.953365953298825
GSTZ1,-0.399548856557017,0.010490249635818572,0.11839801117484638,0.31314712225000113,18.21667519036974,18.22716544000556
CKAP4,1.26688393397992,0.013856305968644733,-0.11835895713900346,-0.3130438294766251,20.83749970547335,20.851356011441993
CACNB2,-0.82351510886746,-0.28722906220992783,-0.1182302927220602,-0.31270352906530946,15.568900703723367,15.281671641513439
RNPEP,-0.0703783752134929,-0.17850942731893582,-0.11803316860045772,-0.3121821617653578,16.58549774206441,16.406988314745472
HOMER1,0.182972164622719,0.09398638985356378,0.1179563470477315,0.3119789788915554,15.403769990085229,15.497756379938792
STXBP3,-0.172510917521243,-0.19296599170143303,-0.11777304286916425,-0.31149416351801024,14.810584640198206,14.617618648496773
HSPA5,0.561734455592383,0.14812407877041878,0.1175166491979498,0.3108160360772938,20.27434699728539,20.42247107605581
SUN1,-0.118156794288344,-0.1847070341582615,-0.11734619025504692,-0.31036519465772816,13.253221405227416,13.068514371069154
NUP93,0.0714505303870151,0.077036865188429,0.11707642463615606,0.3096517001792364,14.721880285372434,14.798917150560863
IMMT,-0.340177549025736,0.01767612463729762,0.11702883491797517,0.30952583165197683,21.894515009219635,21.912191133856933
PCMT1,0.0148203424327884,-0.16513040079530228,-0.11693076906917435,-0.3092664604172892,18.74663238636037,18.58150198556507
SRA1,0.449652241253811,0.13132826469867354,0.11687121362866022,0.30910894413279866,14.948048407704198,15.079376672402871
COPS2,-0.680208894617303,-0.26477975992473546,-0.11643056107171157,-0.30794347624401125,16.575343331975407,16.310563572050672
PRODH,-0.148330948922617,0.044631565459727796,0.1163403250533217,0.30770481387796567,16.22030406390982,16.264935629369546
DNPEP,-0.0832139143293913,-0.17857965248370533,-0.11625386914414296,-0.30747614940216755,19.45543353292182,19.276853880438114
SEC31B,-0.938358108011184,-0.06945752693716756,0.11608943367516861,0.3070412392766157,21.979839728454976,21.91038220151781
ACYP2,0.148799002225103,-0.1449104151649827,-0.11601630911629464,-0.30684783446389996,17.458457927823616,17.313547512658634
RRAS,0.637059813114411,-0.07422181335646982,-0.11568317762315095,-0.3059667456062946,16.39406083451475,16.31983902115828
PCYT1A,-0.0183274008124113,-0.16862449670157886,-0.11564847290404665,-0.3058749562019949,16.123386040468265,15.954761543766686
PSMD8,0.300204683802532,0.10842548096002247,0.11550293144629233,0.3054900182439026,16.485616887572206,16.59404236853223
ASPN,-1.08481183189421,-0.09135172860604968,0.1152983400039575,0.30494890086559195,15.764209606091717,15.672857877485667
CCDC51,-0.308202801640119,0.020356381064409845,0.11510172097998919,0.30442886948225767,15.671381314965167,15.691737696029577
SLC25A22,-0.289590964425409,0.022962564215085024,0.11502604940984618,0.30422872816069924,17.737145681731345,17.76010824594643
DNAJA3,-0.281146550027503,0.023999234403994762,0.1148459298559534,0.30375233569934973,18.550149932158728,18.574149166562723
BCS1L,-0.41764761367385,0.004329452416527602,0.11484513689485332,0.3037502384218356,16.983392992448646,16.987722444865174
NUDT6,-0.0786270939544844,0.05303287397072509,0.1146977238551922,0.30336035037647113,16.026986224394793,16.08001909836552
MRPL38,0.259230018551492,0.10160544015952411,0.11458709548971965,0.30306775294224747,16.48940890527201,16.591014345431535
MTFP1,-0.516185081996785,-0.010161705010823141,0.1145526408651251,0.30297662500493727,19.315151186863933,19.30498948185311
SDCBP,0.754519570546956,-0.05615582034712929,-0.11454243499842376,-0.30294963183371865,15.295530540119678,15.239374719772549
KPNA6,-0.304961105474479,-0.20879858458532752,-0.11452035375011389,-0.3028912298445694,16.283056948103848,16.07425836351852
HSPH1,0.167579248277349,0.08828296111637535,0.11447094573533502,0.3027605521626509,15.734417891063432,15.822700852179807
L3HYPDH,-0.892520153297871,-0.2933231988715619,-0.1143812141045652,-0.302523223835329,15.771748881511533,15.47842568263997
VPS35,-0.350810470272618,-0.21514076497482648,-0.11425591416911249,-0.3021918220337634,17.320278157007362,17.105137392032535
MIPEP,-0.143079413670381,0.043133645602019044,0.11408569029179783,0.30174160233167224,16.529782887067274,16.572916532669293
ATP6V1G1,0.470190385340554,0.1313476431777154,0.11393116805727342,0.3013329114036338,16.66289194357224,16.794239586749956
ENPEP,-0.597535226622458,-0.2503341740360767,-0.1138977575828524,-0.3012445451058038,16.26705844515308,16.016724271117003
EMD,-0.0359742545940564,-0.16931736875550207,-0.11379853859361541,-0.30098212396676766,15.614718957563348,15.445401588807846
CAPNS1,0.293706570707788,-0.12173228110112788,-0.1137184912799225,-0.3007704093807029,17.71471994190573,17.592987660804603
SH3GLB1,-0.258541218832221,-0.201246271019766,-0.11365686894955966,-0.30060742644519595,16.4225396732422,16.221293402222432
AARS2,-0.0623251958087483,-0.1729588894482088,-0.11364304584378192,-0.3005708661537526,14.956575634215937,14.783616744767729
KCNJ11,-0.98953048198313,-0.07932903490346987,0.11359155954892969,0.30043469169517595,16.091488064609734,16.012159029706265
DES,1.40250994408662,0.03817793278587445,-0.1135802293528761,-0.3004047248211254,22.106655454257947,22.14483338704382
MRPL3,-0.458340851966795,-0.22961055434633693,-0.11323121697000176,-0.2994816331049536,16.250599135211043,16.020988580864707
PSME1,-0.19198262811566,-0.19082520270142211,-0.11282649652356629,-0.29841120090884315,18.38403951351228,18.19321431081086
ACTA2,-0.0463666628128057,0.055673211059996675,0.11268952525425466,0.2980489299687298,25.754550841632067,25.810224052692064
PNPO,0.430933422451471,0.1242780444551208,0.11251826351454527,0.297595965257504,16.941836297536895,17.066114341992016
PSMC3,0.294638264327206,-0.12021637821064246,-0.112336839882332,-0.29711612368101137,19.424099540277677,19.303883162067034
AP2A2,-0.047261993935825,0.055094502475746765,0.11223982854407526,0.29685954148761745,16.69398117807909,16.749075680554835
TRIP12,-0.30675144267637,0.017609010044136397,0.11214521779056827,0.2966093085242371,13.863000242866589,13.880609252910725
MSRA,0.110082871286802,-0.14659746627313552,-0.1121245967025618,-0.2965547684664877,17.63927377428799,17.492676308014854
PSMC5,0.323946165411303,-0.11569361787678645,-0.11203717326958038,-0.29632354501785296,19.22459451396634,19.108900896089555
NDUFAF6,-0.229784623588924,0.028444501727481253,0.11189024995963762,0.29593495224299565,15.18318997616081,15.21163447788829
PNKD,-0.202668787077284,0.03228313415765882,0.11182165209767612,0.2957535199465188,16.545075053148587,16.577358187306245
HNRNPA0,1.32976326493899,0.029614441784289625,-0.11166135783187647,-0.2953295627571179,17.24062757543759,17.27024201722188
PCCB,-0.0459961902334028,0.054688468221559816,0.11165139952703883,0.29530322435437406,19.401179128765488,19.455867596987048
HSPB3,-0.866712159357466,-0.28684372724349494,-0.11162052045555876,-0.29522155328341787,15.971151125588442,15.684307398344947
TRDN,-0.57747858126974,-0.24516615354682258,-0.11161978004865111,-0.2952195950048106,16.631641205655693,16.38647505210887
MYLK3,-0.99291150418788,-0.3049750630837451,-0.11156728349984041,-0.29508074855777144,18.288371344845796,17.98339628176205
DNAJC19,-0.152308846729447,0.03921461931514614,0.11149657025407095,0.29489372135015257,16.710484662167406,16.749699281482552
ARF3,0.636619915102623,-0.06991167812026333,-0.11130965570748973,-0.2943993570294366,18.625987105930122,18.55607542780986
TIMMDC1,0.0231405381389202,-0.1582965627457078,-0.111295821589877,-0.2943627676131423,17.308852324827914,17.150555762082206
DNAJA2,0.0347580563005024,0.06579622623941717,0.11112295232804087,0.2939055512179317,17.70932854758433,17.775124773823748
BAG2,1.01426180991683,-0.01524880902091752,-0.11106273097207552,-0.29374627367491035,16.809360302648077,16.79411149362716
G3BP1,0.470827311163868,-0.09351709798693975,-0.11102535031918304,-0.2936474067787104,17.520317232579064,17.426800134592124
FUS,0.745237461091507,-0.05382574466911194,-0.11087486271676254,-0.29324938692039804,16.640356790431962,16.58653104576285
SH3BGR,0.0686349979297668,-0.1510506884678655,-0.1106054275880348,-0.29253676654479427,18.867867315927825,18.71681662745996
SMAP2,-0.0872485613114381,-0.17337551201101498,-0.11046836010848853,-0.2921742411413009,14.720517504202789,14.547141992191774
RAB5A,0.140919465170625,-0.14033214016373918,-0.11030263982787607,-0.2917359328584395,16.718355382675455,16.578023242511716
DDAH2,0.103855314007341,0.0747934363757281,0.11016365980215267,0.2913683490225823,16.313170260276532,16.38796369665226
ISOC2A,0.228195671330998,0.0926123069133773,0.11006582655447558,0.29110959298718564,19.216186134945293,19.30879844185867
VPS37C,0.710072670320187,-0.057944100791290865,-0.10992618225095149,-0.2907402522241673,15.88350706469948,15.825562963908189
PSMC4,0.383636079030649,-0.1049477555920646,-0.10989227147997577,-0.2906505627079418,17.67917959279839,17.574231837206327
TNPO1,0.111615315573785,-0.14409514272690593,-0.10984308923687411,-0.2905204821623291,15.39167502490038,15.247579882173474
TMEM201,-0.211885211599285,-0.19069820735311893,-0.10983165761654919,-0.2904902470344593,16.119473603009478,15.92877539565636
AGRN,-0.579547424798549,-0.24347786276099193,-0.10963338125121666,-0.28996583220182853,16.05190380888964,15.808425946128649
CKMT2,-0.0225923006954786,0.055794841867996325,0.10938541229804374,0.28930998702906824,23.88099252754688,23.936787369414876
BOLA1,0.207123106988908,-0.1298612428101471,-0.10937129234770501,-0.2892726416229165,16.848106373691238,16.71824513088109
UROD,-0.104038000117515,-0.17465143323990695,-0.10932502335642319,-0.2891502662440943,14.805657961654736,14.63100652841483
NDUFS8,-0.0204631906010368,0.0560262362679822,0.10931001463381537,0.28911057015252445,21.84487672968667,21.900902965954653
NUDT2,-0.228882244233471,-0.19261867276718547,-0.10930295201734974,-0.2890918904635683,17.577372516312277,17.38475384354509
NDUFA6,0.178780492903778,0.08456527371935607,0.10913922580440309,0.28865885622665516,21.932481123072055,22.01704639679141
GJA1,0.293936695928336,-0.11705311483087044,-0.10907248468122173,-0.2884823347593384,19.82631523781288,19.70926212298201
ST13,-0.132795842135733,-0.178341531230231,-0.1088712878558683,-0.28795019569517605,17.874527977186563,17.696186445956332
UCHL1,1.05779711618163,-0.006688086861664999,-0.10877518675230345,-0.28769602095247754,16.253674590439086,16.24698650357742
ENO1,0.472832814116108,-0.09085956426208597,-0.10865679760668352,-0.2873828972784509,23.406033135353994,23.315173571091908
SFPQ,0.418415476831162,0.11848202277966635,0.10852600313194363,0.28703696314522875,18.20836719472661,18.326849217506275
TMEM126B,-1.31884311142475,-0.13186028610905431,0.10851229385690031,0.28700070392106314,15.629087952621418,15.497227666512364
CSNK2A1,-0.254097901953227,0.02156286385933015,0.10851201047218685,0.28699995440587595,16.96161429776835,16.98317716162768
SNX5,-0.180046951081758,0.03215709398705613,0.10843594030205907,0.28679875883993516,16.05455630014122,16.086713394128275
COPB1,0.199211766595094,-0.1300571683270313,-0.10842724090592652,-0.2867757500846598,16.824915034230585,16.694857865903554
DAP3,0.0006435329097273,0.05817480835184341,0.10841723376389033,0.2867492825139676,16.530433276800352,16.588608085152195
MCAM,0.874332856664194,-0.03240294253035714,-0.10805393701065084,-0.28578841052236204,16.332837777433813,16.300434834903456
PURB,0.111145348090913,-0.1421492707865113,-0.10782949778560952,-0.28519479837681744,18.289837816820107,18.147688546033596
ELAVL1,0.228220435965612,-0.12513953244941334,-0.10768958124443895,-0.2848247375811337,16.518712265279646,16.393572732830233
OXNAD1,-0.887621457162036,-0.07065036163309202,0.10758575024203565,0.28455011827562093,17.686574402548874,17.615924040915782
RRBP1,0.723081859443755,-0.053575357875484286,-0.10743198588649146,-0.284143431837517,16.709146381185192,16.655571023309708
RAB1A,-0.315183515052333,-0.20313476014495535,-0.10738354106746131,-0.2840153016813034,18.857986554740304,18.65485179459535
AP2S1,0.135599756681245,-0.1381711098812879,-0.10737507128479865,-0.2839929002233686,15.926139149867693,15.787968039986405
SSBP1,-0.274486079206701,0.017360556098545032,0.10724751743572633,0.28365553711758196,17.857676213083177,17.875036769181722
MRPL37,-0.0153901245420403,0.05460300610615576,0.10715578591432964,0.28341291934334784,16.476684547583258,16.531287553689413
GLUD1,0.0666125701076812,0.06620118153493593,0.1069378621999068,0.28283653986395974,19.483391411847368,19.549592593382304
CD47,-0.264166955095613,0.018402123996033026,0.10680216110360857,0.2824776283639245,18.833435393442667,18.8518375174387
GK,-0.23708069495459,-0.1912771690059003,-0.10678010041188449,-0.2824192807442331,17.886285186002706,17.695008016996805
EIF3J1,0.164845457437037,-0.1332518532429745,-0.10666994567131323,-0.28212793598539976,16.83838489153381,16.705133038290835
TPP2,-0.0425155061485983,0.05019996533459903,0.10666135082615205,0.2821052037536528,16.866300217601076,16.916500182935675
LGMN,0.700250558954736,-0.05598719307602984,-0.10655396687799092,-0.2818211873752624,15.092915882331667,15.036928689255637
GFM1,-0.180914346887211,0.03009278362110379,0.10649661649755342,0.2816695031838158,18.229692447833102,18.259785231454206
S100A10,1.00978687186674,-0.0112499531705339,-0.10641906324221138,-0.2814643850531099,17.780186388420898,17.768936435250364
SNCG,1.15276169794733,0.009490885472040134,-0.10628004417601634,-0.28109669796035486,15.590892175261807,15.600383060733847
NDUFAF2,0.488734225762939,-0.0861863065429489,-0.10627483845204401,-0.28108292950710984,17.670941362119674,17.584755055576725
ANK2,-0.665182966395891,-0.040149979490038845,0.10603407273772764,0.2804461359509808,17.413576622341548,17.37342664285151
VIM,0.701470666683649,0.15669741637450585,0.10595483232689606,0.2802365555165496,20.625009054489173,20.78170647086368
PFKL,0.0092358376143569,-0.15487830968692862,-0.10587398412869983,-0.28002272269661427,17.68079910818769,17.52592079850076
PTGES2,0.0759648052994254,0.06646573039784442,0.10585480975887965,0.279972009017638,18.61084423651003,18.677309966907874
FECH,-0.197175779912143,0.02708484705318881,0.10583185542715003,0.2799112978380078,18.40633223460596,18.433417081659147
CCT2,0.410628524931454,0.11454789493160433,0.10571392860253576,0.27959939694205854,18.104419258487358,18.218967153418962
SHMT2,0.485833490460952,0.12526480225746184,0.10559424900215215,0.2792828601853996,17.57591512794268,17.70117993020014
NAP1L4,-0.0831597532568494,-0.1676505895003899,-0.10533261044830358,-0.27859086072194295,17.958815903212273,17.791165313711883
LRPPRC,-0.489820310294737,-0.015681198521569684,0.1052341410211108,0.2783304220756426,19.26687621265243,19.25119501413086
MRPS36,0.0384632184530926,0.060396920188562575,0.10518975451273072,0.27821302561578637,19.455897293644565,19.516294213833127
HSD17B4,0.122256858555509,0.07234125435380889,0.10505992497824321,0.27786964362225114,18.137573729463835,18.209914983817644
TXLNB,-0.989262323963558,-0.0879264902912702,0.10495546419010354,0.2775933586165377,18.149605710798173,18.061679220506903
SLC25A46,-0.627069627991127,-0.2451643549455227,-0.1044722074312883,-0.27631520823352684,16.329832164827582,16.08466780988206
ATP6V1E1,-0.29420879075331,0.011517249057211743,0.10424613547994044,0.2757172777422665,15.925020088427823,15.936537337485035
ILF2,0.408398460465553,-0.09537998328755393,-0.10389261062968581,-0.2747822511450915,16.193246092404166,16.097866109116612
ABLIM1,-0.0424061136611648,-0.16017673147905853,-0.10373110879240549,-0.2743551000884092,20.621836036264117,20.46165930478506
RPL30,0.328129715271836,0.10061035570342014,0.10366397573109566,0.27417754199644123,17.626600542867394,17.727210898570814
TTC19,-0.400322321253244,-0.004357458853952778,0.10366175433399248,0.2741716666941171,16.135665337837924,16.13130787898397
UBL4A,0.0432520704459607,0.05955324732893885,0.10365603664700612,0.27415654416623053,15.880200235057151,15.93975348238609
FSD2,-0.954689346163506,-0.08441211400397819,0.10348808060833059,0.2737123225982003,16.17159388535843,16.08718177135445
NT5DC3,0.362977780005858,0.10509512275414501,0.10312734452649674,0.27275822324469684,15.841677854908852,15.946772977662997
SOD3,0.0781036265520558,0.06394391921666198,0.10302480719351619,0.2724870255241656,15.263472901449688,15.32741682066635
ARF4,0.607104565894261,0.14012297310467225,0.10297798127580408,0.2723631771483968,15.392935661978711,15.533058635083384
VBP1,-0.259194858699173,-0.19061390496620767,-0.10293031729021306,-0.2722371121936337,16.023505683419472,15.832891778453265
RBBP9,-0.929303080014778,-0.081331533355673,0.1029106517366995,0.27218509939857816,16.680150341976873,16.5988188086212
PIGS,-0.188153346689223,0.025460051379672777,0.10290698094609796,0.27217539064163326,14.134946191197502,14.160406242577174
ATP2A2,-0.152542017828329,0.030444783477161508,0.1027603329805419,0.2717875261163594,23.62875178125488,23.659196564732042
TMEM43,0.789265817380581,0.1660916407434172,0.10269829918889027,0.2716234549200175,17.02730133763536,17.19339297837878
HNRNPH2,0.0776351631172358,0.0632492746806328,0.10239766544400448,0.2708283183199339,15.695915492955836,15.759164767636468
TMEM126A,-0.236584578061958,0.017720348332034064,0.10214592944121785,0.27016250979783857,18.036280398998887,18.05400074733092
NDUFAF4,-0.50997963377071,-0.02182066729965726,0.10199951050314991,0.26977525102006095,17.412421783850245,17.390601116550588
BCLAF1,-0.26867562167129,0.012761211287678265,0.10181092035407677,0.26927645495177444,14.998917500237892,15.01167871152557
CBX3,-0.417546871747752,-0.008989547386338614,0.10151162078137393,0.26848484706113057,17.407299622335884,17.398310074949546
ARMC1,-0.566487471417551,-0.030495261461123135,0.10146735867062476,0.2683677796165994,16.40120224279377,16.370706981332646
TIMM13,1.23255708724476,0.025802163197777617,-0.1014668060590555,-0.26836631803189104,18.434935982838827,18.460738146036604
THRAP3,0.502642463459114,0.12329161680160716,0.10119899080478446,0.2676579820105555,15.719865533734444,15.843157150536051
RPS6KA3,0.354967177032067,-0.10032955970467228,-0.10114305782799628,-0.26751004666479844,15.24478573805356,15.144456178348888
GRPEL1,0.262016711685535,0.08852685660236759,0.10110696607490335,0.2674145887385558,21.422105317615337,21.510632174217704
CHD4,0.0162699605004783,0.05302670523342812,0.10101745564314601,0.2671778454534446,20.33501278022311,20.388039485456538
KPNA3,-0.323401068163799,-0.1974647633854154,-0.10052944392324031,-0.2658871188255533,16.48428110896491,16.286816345579496
KIF5B,0.2206173191245,-0.11907001472791379,-0.10052449973963096,-0.26587404211206983,16.57771917962197,16.458649164894055
USP14,-0.449036483291184,-0.2155584460870692,-0.10051981273522435,-0.2658616456036544,16.949813347577077,16.734254901490008
GNPAT,-0.385824685624065,-0.005507035281819839,0.10042315509208069,0.2656059988871804,16.914737088265884,16.909230052984064
HADH,-0.266572511170166,0.011288965443657872,0.10003562883214856,0.2645810430463695,21.95400583114869,21.96529479659235
LGALS9,-0.159473037014998,-0.1733377221209622,-0.10002345409713621,-0.26454884247817206,15.271340892082591,15.098003169961629
MCCC1,-0.119718123838301,0.032395621453137124,0.09998144363098414,0.2644377303365967,19.158725363997778,19.191120985450915
GFM2,-0.38266864533282,-0.005498425981624422,0.09997699781246322,0.2644259717330352,17.06004401916929,17.054545593187665
NDUFB9,0.272637620457099,-0.11100975760470888,-0.09996005773117209,-0.2643811674525041,21.29733692492995,21.186327167325242
PRKAB1,-0.238046423667792,-0.18439373012533267,-0.09975750578443102,-0.263845444271019,16.164660614651904,15.980266884526571
SLC4A3,-0.229655871590412,0.016315396837361718,0.09974259267455349,0.26380600106250895,14.084524234641359,14.10083963147872
SRSF1,0.027153257031015,-0.14613189253704206,-0.09970936023721691,-0.26371810564928333,16.441440008681614,16.29530811614457
FADD,-0.959770179214245,-0.28810803643708915,-0.09947572408994204,-0.26310016885755244,16.11137374072152,15.82326570428443
ARL8B,-0.576969263889852,-0.03412717416432898,0.09934580973753937,0.26275656253181956,18.268732729699472,18.234605555535143
CSNK2B,-0.0156542959428416,0.04658337982348293,0.09917422515469848,0.2623027439430956,15.996134618990505,16.042717998813988
LIAS,0.0469231017356161,-0.1426218562563477,-0.09904804064898173,-0.261969002569861,16.360072749790472,16.217450893534124
IDH3G,-0.0760858580763355,0.03765528850052746,0.09895396145372741,0.26172017550794374,21.457417834088634,21.49507312258916
RPS19,0.985553000541625,0.19059861962840685,0.09892146585675514,0.2616342289402887,17.590918660894825,17.781517280523232
SRI,0.295580411038519,0.0910061487364544,0.09874992934368179,0.2611805374897592,16.938815183872112,17.029821332608567
